GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5U001
"G1300870","1960","Georgia","130","Decatur","0870","Decatur",14710
"G1300890","1960","Georgia","130","DeKalb","0890","De Kalb",234370
"G1300910","1960","Georgia","130","Dodge","0910","Dodge",11898
"G1300930","1960","Georgia","130","Dooly","0930","Dooly",5447
"G1300950","1960","Georgia","130","Dougherty","0950","Dougherty",49682
"G1300970","1960","Georgia","130","Douglas","0970","Douglas",14252
"G1300990","1960","Georgia","130","Early","0990","Early",6329
"G1301010","1960","Georgia","130","Echols","1010","Echols",1351
"G1301030","1960","Georgia","130","Effingham","1030","Effingham",6643
"G1301050","1960","Georgia","130","Elbert","1050","Elbert",11726
"G1301070","1960","Georgia","130","Emanuel","1070","Emanuel",11911
"G1301090","1960","Georgia","130","Evans","1090","Evans",4369
"G1301110","1960","Georgia","130","Fannin","1110","Fannin",13575
"G1301130","1960","Georgia","130","Fayette","1130","Fayette",5768
"G1301150","1960","Georgia","130","Floyd","1150","Floyd",59192
"G1301170","1960","Georgia","130","Forsyth","1170","Forsyth",12166
"G1301190","1960","Georgia","130","Franklin","1190","Franklin",11738
"G1301210","1960","Georgia","130","Fulton","1210","Fulton",362923
"G1301230","1960","Georgia","130","Gilmer","1230","Gilmer",8913
"G1301250","1960","Georgia","130","Glascock","1250","Glascock",1909
"G1301270","1960","Georgia","130","Glynn","1270","Glynn",30306
"G1301290","1960","Georgia","130","Gordon","1290","Gordon",18019
"G1301310","1960","Georgia","130","Grady","1310","Grady",11353
"G1301330","1960","Georgia","130","Greene","1330","Greene",5315
"G1301350","1960","Georgia","130","Gwinnett","1350","Gwinnett",40035
"G1301370","1960","Georgia","130","Habersham","1370","Habersham",17199
"G1301390","1960","Georgia","130","Hall","1390","Hall",44348
"G1301410","1960","Georgia","130","Hancock","1410","Hancock",2518
"G1301430","1960","Georgia","130","Haralson","1430","Haralson",13343
"G1301450","1960","Georgia","130","Harris","1450","Harris",5059
"G1301470","1960","Georgia","130","Hart","1470","Hart",11502
"G1301490","1960","Georgia","130","Heard","1490","Heard",4107
"G1301510","1960","Georgia","130","Henry","1510","Henry",10113
"G1301530","1960","Georgia","130","Houston","1530","Houston",30339
"G1301550","1960","Georgia","130","Irwin","1550","Irwin",5776
"G1301570","1960","Georgia","130","Jackson","1570","Jackson",16127
"G1301590","1960","Georgia","130","Jasper","1590","Jasper",2832
"G1301610","1960","Georgia","130","Jeff Davis","1610","Jeff Davis",7085
"G1301630","1960","Georgia","130","Jefferson","1630","Jefferson",7586
"G1301650","1960","Georgia","130","Jenkins","1650","Jenkins",4603
"G1301670","1960","Georgia","130","Johnson","1670","Johnson",5373
"G1301690","1960","Georgia","130","Jones","1690","Jones",4211
"G1301710","1960","Georgia","130","Lamar","1710","Lamar",6191
"G1301730","1960","Georgia","130","Lanier","1730","Lanier",3552
"G1301750","1960","Georgia","130","Laurens","1750","Laurens",20283
"G1301770","1960","Georgia","130","Lee","1770","Lee",2314
"G1301790","1960","Georgia","130","Liberty","1790","Liberty",8348
"G1301810","1960","Georgia","130","Lincoln","1810","Lincoln",3012
"G1301830","1960","Georgia","130","Long","1830","Long",2596
"G1301850","1960","Georgia","130","Lowndes","1850","Lowndes",33295
"G1301870","1960","Georgia","130","Lumpkin","1870","Lumpkin",7114
"G1301890","1960","Georgia","130","McDuffie","1890","Mcduffie",7275
"G1301910","1960","Georgia","130","McIntosh","1910","Mcintosh",2674
"G1301930","1960","Georgia","130","Macon","1930","Macon",4871
"G1301950","1960","Georgia","130","Madison","1950","Madison",9157
"G1301970","1960","Georgia","130","Marion","1970","Marion",2186
"G1301990","1960","Georgia","130","Meriwether","1990","Meriwether",9920
"G1302010","1960","Georgia","130","Miller","2010","Miller",4876
"G1302050","1960","Georgia","130","Mitchell","2050","Mitchell",9631
"G1302070","1960","Georgia","130","Monroe","2070","Monroe",5415
"G1302090","1960","Georgia","130","Montgomery","2090","Montgomery",3734
"G1302110","1960","Georgia","130","Morgan","2110","Morgan",5360
"G1302130","1960","Georgia","130","Murray","2130","Murray",10362
"G1302150","1960","Georgia","130","Muscogee","2150","Muscogee",120168
"G1302170","1960","Georgia","130","Newton","2170","Newton",13742
"G1302190","1960","Georgia","130","Oconee","2190","Oconee",4908
"G1302210","1960","Georgia","130","Oglethorpe","2210","Oglethorpe",4370
"G1302230","1960","Georgia","130","Paulding","2230","Paulding",11897
"G1302250","1960","Georgia","130","Peach","2250","Peach",5716
"G1302270","1960","Georgia","130","Pickens","2270","Pickens",8514
"G1302290","1960","Georgia","130","Pierce","2290","Pierce",7540
"G1302310","1960","Georgia","130","Pike","2310","Pike",3937
"G1302330","1960","Georgia","130","Polk","2330","Polk",23560
"G1302350","1960","Georgia","130","Pulaski","2350","Pulaski",4644
"G1302370","1960","Georgia","130","Putnam","2370","Putnam",3584
"G1302390","1960","Georgia","130","Quitman","2390","Quitman",872
"G1302410","1960","Georgia","130","Rabun","2410","Rabun",7396
"G1302430","1960","Georgia","130","Randolph","2430","Randolph",4191
"G1302450","1960","Georgia","130","Richmond","2450","Richmond",92483
"G1302470","1960","Georgia","130","Rockdale","2470","Rockdale",7683
"G1302490","1960","Georgia","130","Schley","2490","Schley",1417
"G1302510","1960","Georgia","130","Screven","2510","Screven",7087
"G1302530","1960","Georgia","130","Seminole","2530","Seminole",4189
"G1302550","1960","Georgia","130","Spalding","2550","Spalding",25427
"G1302570","1960","Georgia","130","Stephens","2570","Stephens",15824
"G1302590","1960","Georgia","130","Stewart","2590","Stewart",2163
"G1302610","1960","Georgia","130","Sumter","2610","Sumter",11626
"G1302630","1960","Georgia","130","Talbot","2630","Talbot",2152
"G1302650","1960","Georgia","130","Taliaferro","2650","Taliaferro",1273
"G1302670","1960","Georgia","130","Tattnall","2670","Tattnall",10803
"G1302690","1960","Georgia","130","Taylor","2690","Taylor",4298
"G1302710","1960","Georgia","130","Telfair","2710","Telfair",7704
"G1302730","1960","Georgia","130","Terrell","2730","Terrell",4533
"G1302750","1960","Georgia","130","Thomas","2750","Thomas",20117
"G1302770","1960","Georgia","130","Tift","2770","Tift",16480
"G1302790","1960","Georgia","130","Toombs","2790","Toombs",12102
"G1302810","1960","Georgia","130","Towns","2810","Towns",4537
"G1302830","1960","Georgia","130","Treutlen","2830","Treutlen",3931
"G1302850","1960","Georgia","130","Troup","2850","Troup",31418
"G1302870","1960","Georgia","130","Turner","2870","Turner",5323
"G1302890","1960","Georgia","130","Twiggs","2890","Twiggs",3164
"G1302910","1960","Georgia","130","Union","2910","Union",6509
"G1302930","1960","Georgia","130","Upson","2930","Upson",17117
"G1302950","1960","Georgia","130","Walker","2950","Walker",42829
"G1302970","1960","Georgia","130","Walton","2970","Walton",14344
"G1302990","1960","Georgia","130","Ware","2990","Ware",25738
"G1303010","1960","Georgia","130","Warren","3010","Warren",2751
"G1303030","1960","Georgia","130","Washington","3030","Washington",8102
"G1303050","1960","Georgia","130","Wayne","3050","Wayne",14114
"G1303070","1960","Georgia","130","Webster","3070","Webster",1172
"G1303090","1960","Georgia","130","Wheeler","3090","Wheeler",3607
"G1303110","1960","Georgia","130","White","3110","White",6634
"G1303130","1960","Georgia","130","Whitfield","3130","Whitfield",40192
"G1303150","1960","Georgia","130","Wilcox","3150","Wilcox",5264
"G1303170","1960","Georgia","130","Wilkes","3170","Wilkes",5342
"G1303190","1960","Georgia","130","Wilkinson","3190","Wilkinson",4790
"G1303210","1960","Georgia","130","Worth","3210","Worth",8642
"G1500010","1960","Hawaii","150","Hawaii","0010","Hawaii",10902
"G1500030","1960","Hawaii","150","Honolulu","0030","Honolulu",178861
"G1500050","1960","Hawaii","150","Kalawao","0050","Kalawao",50
"G1500070","1960","Hawaii","150","Kauai","0070","Kauai",5102
"G1500090","1960","Hawaii","150","Maui","0090","Maui",7315
"G1600010","1960","Idaho","160","Ada","0010","Ada",92795
"G1600030","1960","Idaho","160","Adams","0030","Adams",2969
"G1600050","1960","Idaho","160","Bannock","0050","Bannock",47990
"G1600070","1960","Idaho","160","Bear Lake","0070","Bear Lake",7144
"G1600090","1960","Idaho","160","Benewah","0090","Benewah",5761
"G1600110","1960","Idaho","160","Bingham","0110","Bingham",26527
"G1600130","1960","Idaho","160","Blaine","0130","Blaine",4576
"G1600150","1960","Idaho","160","Boise","0150","Boise",1631
"G1600170","1960","Idaho","160","Bonner","0170","Bonner",15527
"G1600190","1960","Idaho","160","Bonneville","0190","Bonneville",46417
"G1600210","1960","Idaho","160","Boundary","0210","Boundary",5732
"G1600230","1960","Idaho","160","Butte","0230","Butte",3479
"G1600250","1960","Idaho","160","Camas","0250","Camas",916
"G1600270","1960","Idaho","160","Canyon","0270","Canyon",56738
"G1600290","1960","Idaho","160","Caribou","0290","Caribou",5973
"G1600310","1960","Idaho","160","Cassia","0310","Cassia",15966
"G1600330","1960","Idaho","160","Clark","0330","Clark",913
"G1600350","1960","Idaho","160","Clearwater","0350","Clearwater",8451
"G1600370","1960","Idaho","160","Custer","0370","Custer",2985
"G1600390","1960","Idaho","160","Elmore","0390","Elmore",16220
"G1600410","1960","Idaho","160","Franklin","0410","Franklin",8424
"G1600430","1960","Idaho","160","Fremont","0430","Fremont",8583
"G1600450","1960","Idaho","160","Gem","0450","Gem",9095
"G1600470","1960","Idaho","160","Gooding","0470","Gooding",9511
"G1600490","1960","Idaho","160","Idaho","0490","Idaho",13240
"G1600510","1960","Idaho","160","Jefferson","0510","Jefferson",11585
"G1600530","1960","Idaho","160","Jerome","0530","Jerome",11630
"G1600550","1960","Idaho","160","Kootenai","0550","Kootenai",29347
"G1600570","1960","Idaho","160","Latah","0570","Latah",21040
"G1600590","1960","Idaho","160","Lemhi","0590","Lemhi",5761
"G1600610","1960","Idaho","160","Lewis","0610","Lewis",4329
"G1600630","1960","Idaho","160","Lincoln","0630","Lincoln",3663
"G1600650","1960","Idaho","160","Madison","0650","Madison",9323
"G1600670","1960","Idaho","160","Minidoka","0670","Minidoka",14261
"G1600690","1960","Idaho","160","Nez Perce","0690","Nez Perce",26095
"G1600710","1960","Idaho","160","Oneida","0710","Oneida",3583
"G1600730","1960","Idaho","160","Owyhee","0730","Owyhee",6138
"G1600750","1960","Idaho","160","Payette","0750","Payette",12148
"G1600770","1960","Idaho","160","Power","0770","Power",3918
"G1600790","1960","Idaho","160","Shoshone","0790","Shoshone",20820
"G1600810","1960","Idaho","160","Teton","0810","Teton",2639
"G1600830","1960","Idaho","160","Twin Falls","0830","Twin Falls",41702
"G1600850","1960","Idaho","160","Valley","0850","Valley",3646
"G1600870","1960","Idaho","160","Washington","0870","Washington",8192
"G1700010","1960","Illinois","170","Adams","0010","Adams",67041
"G1700030","1960","Illinois","170","Alexander","0030","Alexander",10745
"G1700050","1960","Illinois","170","Bond","0050","Bond",13972
"G1700070","1960","Illinois","170","Boone","0070","Boone",20275
"G1700090","1960","Illinois","170","Brown","0090","Brown",6208
"G1700110","1960","Illinois","170","Bureau","0110","Bureau",37549
"G1700130","1960","Illinois","170","Calhoun","0130","Calhoun",5930
"G1700150","1960","Illinois","170","Carroll","0150","Carroll",19405
"G1700170","1960","Illinois","170","Cass","0170","Cass",14528
"G1700190","1960","Illinois","170","Champaign","0190","Champaign",124600
"G1700210","1960","Illinois","170","Christian","0210","Christian",37095
"G1700230","1960","Illinois","170","Clark","0230","Clark",16539
"G1700250","1960","Illinois","170","Clay","0250","Clay",15809
"G1700270","1960","Illinois","170","Clinton","0270","Clinton",23950
"G1700290","1960","Illinois","170","Coles","0290","Coles",42629
"G1700310","1960","Illinois","170","Cook","0310","Cook",4240873
"G1700330","1960","Illinois","170","Crawford","0330","Crawford",20741
"G1700350","1960","Illinois","170","Cumberland","0350","Cumberland",9934
"G1700370","1960","Illinois","170","DeKalb","0370","De Kalb",51392
"G1700390","1960","Illinois","170","De Witt","0390","De Witt",17217
"G1700410","1960","Illinois","170","Douglas","0410","Douglas",19234
"G1700430","1960","Illinois","170","Du Page","0430","Du Page",312200
"G1700450","1960","Illinois","170","Edgar","0450","Edgar",22438
"G1700470","1960","Illinois","170","Edwards","0470","Edwards",7920
"G1700490","1960","Illinois","170","Effingham","0490","Effingham",23089
"G1700510","1960","Illinois","170","Fayette","0510","Fayette",21525
"G1700530","1960","Illinois","170","Ford","0530","Ford",16546
"G1700550","1960","Illinois","170","Franklin","0550","Franklin",39237
"G1700570","1960","Illinois","170","Fulton","0570","Fulton",41810
"G1700590","1960","Illinois","170","Gallatin","0590","Gallatin",7553
"G1700610","1960","Illinois","170","Greene","0610","Greene",17429
"G1700630","1960","Illinois","170","Grundy","0630","Grundy",22316
"G1700650","1960","Illinois","170","Hamilton","0650","Hamilton",10008
"G1700670","1960","Illinois","170","Hancock","0670","Hancock",24546
"G1700690","1960","Illinois","170","Hardin","0690","Hardin",5861
"G1700710","1960","Illinois","170","Henderson","0710","Henderson",8224
"G1700730","1960","Illinois","170","Henry","0730","Henry",48797
"G1700750","1960","Illinois","170","Iroquois","0750","Iroquois",33409
"G1700770","1960","Illinois","170","Jackson","0770","Jackson",39055
"G1700790","1960","Illinois","170","Jasper","0790","Jasper",11329
"G1700810","1960","Illinois","170","Jefferson","0810","Jefferson",31410
"G1700830","1960","Illinois","170","Jersey","0830","Jersey",16974
"G1700850","1960","Illinois","170","Jo Daviess","0850","Jo Daviess",21810
"G1700870","1960","Illinois","170","Johnson","0870","Johnson",6904
"G1700890","1960","Illinois","170","Kane","0890","Kane",203321
"G1700910","1960","Illinois","170","Kankakee","0910","Kankakee",83950
"G1700930","1960","Illinois","170","Kendall","0930","Kendall",17528
"G1700950","1960","Illinois","170","Knox","0950","Knox",59404
"G1700970","1960","Illinois","170","Lake","0970","Lake",280961
"G1700990","1960","Illinois","170","La Salle","0990","La Salle",110245
"G1701010","1960","Illinois","170","Lawrence","1010","Lawrence",18354
"G1701030","1960","Illinois","170","Lee","1030","Lee",37935
"G1701050","1960","Illinois","170","Livingston","1050","Livingston",39384
"G1701070","1960","Illinois","170","Logan","1070","Logan",33103
"G1701090","1960","Illinois","170","McDonough","1090","Mcdonough",28755
"G1701110","1960","Illinois","170","McHenry","1110","Mchenry",84094
"G1701130","1960","Illinois","170","McLean","1130","Mclean",82561
"G1701150","1960","Illinois","170","Macon","1150","Macon",112171
"G1701170","1960","Illinois","170","Macoupin","1170","Macoupin",43475
"G1701190","1960","Illinois","170","Madison","1190","Madison",212630
"G1701210","1960","Illinois","170","Marion","1210","Marion",37987
"G1701230","1960","Illinois","170","Marshall","1230","Marshall",13320
"G1701250","1960","Illinois","170","Mason","1250","Mason",15182
"G1701270","1960","Illinois","170","Massac","1270","Massac",13309
"G1701290","1960","Illinois","170","Menard","1290","Menard",9232
"G1701310","1960","Illinois","170","Mercer","1310","Mercer",17123
"G1701330","1960","Illinois","170","Monroe","1330","Monroe",15496
"G1701350","1960","Illinois","170","Montgomery","1350","Montgomery",31092
