GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G0400170","2006-2010",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",107060,51689,869,46059,381,128,4386,3548,654,2894,"Navajo County, Arizona",0,595,95,651,154,17,604,632,266,631
"G0400190","2006-2010",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",964462,729000,33329,30789,25108,1283,114651,30302,9384,20918,"Pima County, Arizona",0,4269,708,1513,654,233,4161,1810,1063,1617
"G0400210","2006-2010",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",329297,242656,13836,17961,5642,1330,37307,10565,4116,6449,"Pinal County, Arizona",0,2500,456,685,475,130,2465,1292,864,842
"G0400230","2006-2010",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",46051,34027,169,405,127,51,10663,609,362,247,"Santa Cruz County, Arizona",0,1812,149,255,89,81,1808,230,165,166
"G0400250","2006-2010",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",209260,189934,1127,4083,1445,251,7655,4765,1411,3354,"Yavapai County, Arizona",0,1301,118,422,197,293,1142,548,415,463
"G0400270","2006-2010",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",190526,143632,3774,2604,2079,284,33476,4677,1636,3041,"Yuma County, Arizona",0,2308,478,326,173,104,2316,526,389,430
"G0500010","2006-2010",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",19321,13898,4712,140,51,0,263,257,8,249,"Arkansas County, Arkansas",0,58,107,155,45,119,155,106,19,106
"G0500030","2006-2010",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",22126,15307,5739,57,20,0,612,391,58,333,"Ashley County, Arkansas",0,154,172,93,31,119,172,198,58,169
"G0500050","2006-2010",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",41388,40215,29,255,186,7,152,544,100,444,"Baxter County, Arkansas",0,127,31,76,18,11,81,108,73,86
"G0500070","2006-2010",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",209911,178326,2271,3438,5421,135,14791,5529,826,4703,"Benton County, Arkansas",0,1446,274,421,393,130,1419,859,274,772
"G0500090","2006-2010",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",36710,35442,63,252,185,2,133,633,138,495,"Boone County, Arkansas",0,101,70,131,119,3,59,148,79,137
"G0500110","2006-2010",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",11638,7161,3377,143,0,0,912,45,0,45,"Bradley County, Arkansas",0,200,99,131,119,119,193,45,119,45
"G0500130","2006-2010",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",5529,4072,1186,0,0,0,180,91,0,91,"Calhoun County, Arkansas",0,21,210,119,119,119,178,95,119,95
"G0500150","2006-2010",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",26971,24175,155,209,193,63,1766,410,24,386,"Carroll County, Arkansas",0,242,33,88,16,97,239,106,26,102
"G0500170","2006-2010",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",12102,5057,6615,0,32,0,249,149,15,134,"Chicot County, Arkansas",0,139,109,119,35,119,140,106,24,101
"G0500190","2006-2010",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",23083,16973,5351,63,159,0,179,358,35,323,"Clark County, Arkansas",0,155,124,46,25,119,146,131,39,125
"G0500210","2006-2010",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",16297,15958,18,122,0,0,32,167,3,164,"Clay County, Arkansas",0,30,29,96,119,119,30,106,5,105
"G0500230","2006-2010",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",25692,25025,144,109,4,7,25,378,33,345,"Cleburne County, Arkansas",0,93,199,79,7,16,35,175,52,169
"G0500250","2006-2010",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",8769,7507,1109,22,0,0,26,105,25,80,"Cleveland County, Arkansas",0,44,61,24,119,119,38,67,32,59
"G0500270","2006-2010",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",24756,15112,9140,52,164,12,96,180,0,180,"Columbia County, Arkansas",0,117,43,47,19,20,112,65,119,65
"G0500290","2006-2010",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",21059,17897,2507,152,23,0,163,317,0,317,"Conway County, Arkansas",0,116,93,67,30,119,118,101,119,101
"G0500310","2006-2010",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",93329,78671,11570,310,1111,0,517,1150,92,1058,"Craighead County, Arkansas",0,370,209,124,91,119,295,269,62,258
"G0500330","2006-2010",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",60778,55161,811,867,884,0,1196,1859,27,1832,"Crawford County, Arkansas",0,436,97,250,77,119,457,261,43,264
"G0500350","2006-2010",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",50673,24073,25083,26,206,34,261,990,77,913,"Crittenden County, Arkansas",0,243,347,23,93,45,237,377,112,354
"G0500370","2006-2010",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",18144,13690,4164,46,0,0,37,207,0,207,"Cross County, Arkansas",0,52,212,40,119,119,52,210,119,210
"G0500390","2006-2010",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",8280,4552,3587,0,0,0,132,9,0,9,"Dallas County, Arkansas",0,80,26,119,119,119,90,16,119,16
"G0500410","2006-2010",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",13351,6393,6230,94,0,0,427,207,54,153,"Desha County, Arkansas",0,49,119,34,119,119,90,148,77,129
"G0500430","2006-2010",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",18546,12904,5304,0,103,0,105,130,16,114,"Drew County, Arkansas",0,91,109,119,81,119,79,80,25,80
"G0500450","2006-2010",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",108375,93069,10848,429,1178,30,690,2131,184,1947,"Faulkner County, Arkansas",0,340,280,120,188,48,300,391,129,351
"G0500470","2006-2010",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",18176,17354,78,147,73,0,26,498,61,437,"Franklin County, Arkansas",0,67,74,89,67,119,32,111,59,108
"G0500490","2006-2010",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",12263,11927,0,150,0,0,0,186,14,172,"Fulton County, Arkansas",0,22,119,91,119,119,119,96,22,91
"G0500510","2006-2010",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",95290,81998,7739,522,777,15,2731,1508,128,1380,"Garland County, Arkansas",0,422,221,142,49,23,430,292,119,275
"G0500530","2006-2010",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",17657,16862,496,14,14,0,62,209,0,209,"Grant County, Arkansas",0,71,107,25,22,119,54,103,119,103
"G0500550","2006-2010",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",41318,40176,305,224,57,0,145,411,0,411,"Greene County, Arkansas",0,185,82,111,71,119,166,135,119,135
"G0500570","2006-2010",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",22747,14719,6872,164,2,0,663,327,5,322,"Hempstead County, Arkansas",0,336,87,150,3,119,307,135,8,136
"G0500590","2006-2010",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",32671,28327,3307,79,103,0,144,711,22,689,"Hot Spring County, Arkansas",0,92,241,52,44,119,85,257,33,253
"G0500610","2006-2010",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",13778,9623,2894,110,43,0,965,143,9,134,"Howard County, Arkansas",0,164,82,66,59,119,164,84,12,84
"G0500630","2006-2010",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",35994,34099,791,195,326,12,171,400,17,383,"Independence County, Arkansas",0,197,143,94,20,21,107,133,29,132
"G0500650","2006-2010",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",13636,13116,209,17,55,0,0,239,19,220,"Izard County, Arkansas",0,38,127,20,49,119,119,120,22,120
"G0500670","2006-2010",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",18015,14545,3005,108,13,9,64,271,0,271,"Jackson County, Arkansas",0,54,140,63,17,15,60,134,119,134
"G0500690","2006-2010",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",78447,33697,41916,322,650,0,584,1278,78,1200,"Jefferson County, Arkansas",0,210,381,200,66,119,243,374,106,367
"G0500710","2006-2010",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",25180,23945,404,224,42,12,80,473,99,374,"Johnson County, Arkansas",0,117,108,81,51,21,80,146,83,115
"G0500730","2006-2010",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",7764,4756,2939,6,0,5,8,50,2,48,"Lafayette County, Arkansas",0,27,43,9,119,8,16,38,5,38
"G0500750","2006-2010",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",17340,16876,46,148,0,0,42,228,22,206,"Lawrence County, Arkansas",0,51,40,84,119,119,34,84,33,74
"G0500770","2006-2010",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",10709,4496,5909,147,28,0,110,19,0,19,"Lee County, Arkansas",0,49,166,155,47,119,49,22,119,22
"G0500790","2006-2010",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",14203,9324,4328,62,8,0,281,200,0,200,"Lincoln County, Arkansas",0,39,167,29,12,119,44,165,119,165
"G0500810","2006-2010",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",13145,9746,2783,194,0,0,253,169,0,169,"Little River County, Arkansas",0,59,174,59,119,119,179,96,119,96
"G0500830","2006-2010",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",22580,21321,175,221,353,0,128,382,2,380,"Logan County, Arkansas",0,110,54,66,10,119,100,85,5,85
"G0500850","2006-2010",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",65846,59251,4207,350,408,0,526,1104,274,830,"Lonoke County, Arkansas",0,215,101,128,119,119,169,200,138,188
"G0500870","2006-2010",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",15507,14776,48,137,73,0,208,265,0,265,"Madison County, Arkansas",0,143,38,78,79,119,136,97,119,97
"G0500890","2006-2010",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",16779,16230,0,177,51,0,87,234,37,197,"Marion County, Arkansas",0,112,119,69,41,119,89,82,52,66
"G0500910","2006-2010",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",43048,31225,10446,243,265,0,135,734,80,654,"Miller County, Arkansas",0,191,179,91,119,119,86,282,65,246
"G0500930","2006-2010",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",46815,29759,15877,63,264,0,233,619,55,564,"Mississippi County, Arkansas",0,175,154,58,18,119,173,170,71,153
"G0500950","2006-2010",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",8492,4877,3468,40,92,0,9,6,0,6,"Monroe County, Arkansas",0,16,98,34,89,119,12,9,119,9
"G0500970","2006-2010",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9490,8918,7,221,0,0,187,157,0,157,"Montgomery County, Arkansas",0,66,12,77,119,119,100,96,119,96
"G0500990","2006-2010",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",9149,5962,2995,26,45,0,2,119,0,119,"Nevada County, Arkansas",0,49,108,40,75,119,5,72,119,72
"G0501010","2006-2010",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",8394,7994,28,37,4,0,21,310,17,293,"Newton County, Arkansas",0,32,41,31,8,119,31,70,25,63
"G0501030","2006-2010",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",26293,15050,10575,81,38,0,98,451,0,451,"Ouachita County, Arkansas",0,69,167,45,40,119,82,146,119,146
"G0501050","2006-2010",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10435,9968,261,23,2,0,7,174,10,164,"Perry County, Arkansas",0,43,22,24,5,119,14,36,19,30
"G0501070","2006-2010",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",22412,8006,14204,0,25,0,87,90,3,87,"Phillips County, Arkansas",0,83,62,119,30,119,82,56,6,56
"G0501090","2006-2010",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",11286,10100,394,145,13,0,527,107,8,99,"Pike County, Arkansas",0,140,58,55,15,119,151,85,12,81
"G0501110","2006-2010",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24703,22427,1718,74,20,29,84,351,19,332,"Poinsett County, Arkansas",0,92,122,34,20,45,90,133,18,132
"G0501130","2006-2010",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20490,18962,42,368,0,8,594,516,41,475,"Polk County, Arkansas",0,157,42,115,119,14,152,122,55,110
"G0501150","2006-2010",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",60460,55304,1905,428,547,0,1169,1107,64,1043,"Pope County, Arkansas",0,468,228,178,92,119,433,235,64,228
"G0501170","2006-2010",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8839,7548,1181,37,0,0,0,73,18,55,"Prairie County, Arkansas",0,14,40,36,119,119,119,53,29,43
"G0501190","2006-2010",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",377060,226923,130584,1207,7418,73,4933,5922,439,5483,"Pulaski County, Arkansas",0,1073,737,249,225,66,981,745,192,724
"G0501210","2006-2010",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",18049,17512,114,50,103,0,15,255,0,255,"Randolph County, Arkansas",0,128,82,45,88,119,29,111,119,111
"G0501230","2006-2010",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",28302,12889,14730,108,66,0,201,308,69,239,"St. Francis County, Arkansas",0,147,154,62,51,119,86,99,64,93
"G0501250","2006-2010",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",102439,94072,4319,643,889,16,1300,1200,247,953,"Saline County, Arkansas",0,520,228,223,69,21,500,362,144,316
"G0501270","2006-2010",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",11226,10270,0,100,476,0,86,294,0,294,"Scott County, Arkansas",0,122,119,134,119,119,84,59,119,59
"G0501290","2006-2010",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",8227,7910,0,125,33,0,0,159,7,152,"Searcy County, Arkansas",0,42,119,88,37,119,119,61,11,61
"G0501310","2006-2010",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",123847,102389,7551,1064,4740,42,2701,5360,297,5063,"Sebastian County, Arkansas",0,646,393,341,380,50,599,734,150,735
"G0501330","2006-2010",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",16636,11501,686,276,120,0,3720,333,40,293,"Sevier County, Arkansas",0,432,70,99,119,119,432,126,38,123
"G0501350","2006-2010",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17432,16773,77,133,0,0,17,432,58,374,"Sharp County, Arkansas",0,65,72,74,119,119,24,91,46,89
"G0501370","2006-2010",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",12321,12183,0,7,22,0,32,77,0,77,"Stone County, Arkansas",0,90,119,13,36,119,34,56,119,56
"G0501390","2006-2010",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",42180,27082,13823,115,270,0,393,497,11,486,"Union County, Arkansas",0,250,113,54,39,119,221,200,18,200
"G0501410","2006-2010",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",17237,16640,135,192,7,0,72,191,0,191,"Van Buren County, Arkansas",0,85,119,144,7,119,85,66,119,66
"G0501430","2006-2010",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",197192,160221,6198,2553,4168,3601,16026,4425,815,3610,"Washington County, Arkansas",0,1332,344,284,275,70,1435,508,254,465
"G0501450","2006-2010",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",74957,68865,2959,286,421,12,1112,1302,68,1234,"White County, Arkansas",0,240,200,108,103,21,250,248,58,248
"G0501470","2006-2010",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",7505,5203,2197,6,0,9,7,83,0,83,"Woodruff County, Arkansas",0,23,56,8,119,12,9,48,119,48
"G0501490","2006-2010",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",21895,19540,259,37,283,0,1392,384,32,352,"Yell County, Arkansas",0,354,76,37,35,119,357,90,30,84
"G0600010","2006-2010",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1477980,677040,186492,7497,383891,12069,141571,69420,14512,54908,"Alameda County, California",0,4537,1406,915,1613,405,4924,2849,1270,2320
"G0600030","2006-2010",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1176,758,0,277,48,0,40,53,7,46,"Alpine County, California",177,157,132,50,10,132,48,43,13,42
"G0600050","2006-2010",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",38327,33641,714,574,428,119,1410,1441,220,1221,"Amador County, California",0,299,145,195,59,130,220,304,207,279
"G0600070","2006-2010",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",218635,182022,3220,2869,8690,481,9838,11515,2216,9299,"Butte County, California",0,1132,257,409,394,60,998,811,445,689
"G0600090","2006-2010",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",45994,42099,467,777,631,18,787,1215,302,913,"Calaveras County, California",0,287,36,188,80,25,214,287,186,218
"G0600110","2006-2010",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21165,14169,196,383,218,47,5131,1021,223,798,"Colusa County, California",0,676,59,292,127,13,628,277,125,235
"G0600130","2006-2010",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1024809,639036,92810,4382,144993,4682,92079,46827,9418,37409,"Contra Costa County, California",0,3673,978,629,1403,329,3815,2511,985,2156
"G0600150","2006-2010",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",28471,21022,991,1519,892,63,2109,1875,167,1708,"Del Norte County, California",0,417,184,312,98,132,295,401,92,380
"G0600170","2006-2010",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",179053,157699,1140,1649,6058,250,6380,5877,780,5097,"El Dorado County, California",0,1020,174,323,426,111,950,638,251,575
"G0600190","2006-2010",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",908830,556526,45704,9276,85253,1156,175412,35503,12066,23437,"Fresno County, California",0,5320,882,1012,1015,156,5219,1836,1271,1544
"G0600210","2006-2010",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",27935,21015,197,751,629,9,4392,942,421,521,"Glenn County, California",0,611,70,173,144,18,629,314,252,177
"G0600230","2006-2010",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",133058,110110,1477,7700,2878,417,4257,6219,1471,4748,"Humboldt County, California",0,593,162,401,273,39,508,583,376,515
"G0600250","2006-2010",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",168052,116384,5824,2759,2698,179,35679,4529,2509,2020,"Imperial County, California",0,2355,270,401,186,118,2253,683,500,447
"G0600270","2006-2010",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",18434,13893,178,1884,260,13,1802,404,80,324,"Inyo County, California",0,304,24,105,48,23,333,142,53,133
