GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012
"G2102210","1890","Kentucky","210","Trigg","2210","Trigg",13902,3652,4040,3806,0,0,0,0,0,0,0,0,0
"G2102230","1890","Kentucky","210","Trimble","2230","Trimble",7140,321,577,456,0,0,0,0,0,0,0,0,0
"G2102250","1890","Kentucky","210","Union","2250","Union",18229,2656,3163,2574,0,0,0,0,0,0,0,0,0
"G2102270","1890","Kentucky","210","Warren","2270","Warren",30158,7926,7639,6367,3,0,0,0,0,0,0,0,0
"G2102290","1890","Kentucky","210","Washington","2290","Washington",13622,2094,2430,2110,0,0,0,0,0,0,0,1,0
"G2102310","1890","Kentucky","210","Wayne","2310","Wayne",12852,618,899,675,0,0,0,0,0,0,0,0,0
"G2102330","1890","Kentucky","210","Webster","2330","Webster",17196,1912,1666,1355,0,0,0,0,0,0,0,0,0
"G2102350","1890","Kentucky","210","Whitley","2350","Whitley",17590,752,237,138,0,0,0,0,0,0,10,11,0
"G2102370","1890","Kentucky","210","Wolfe","2370","Wolfe",7180,122,75,28,0,0,0,0,0,0,0,0,0
"G2102390","1890","Kentucky","210","Woodford","2390","Woodford",12380,4853,5642,3825,0,0,0,0,0,0,0,0,0
"G2200010","1890","Louisiana","220","Acadia","0010","Acadia",13231,1629,0,0,0,0,0,0,0,0,0,0,0
"G2200050","1890","Louisiana","220","Ascension","0050","Ascension",19545,11270,10855,7310,42,72,2,0,0,0,0,0,0
"G2200070","1890","Louisiana","220","Assumption","0070","Assumption",19629,8890,8067,6984,0,4,0,13,0,0,0,1,3
"G2200090","1890","Louisiana","220","Avoyelles","0090","Avoyelles",25112,12161,8213,6175,0,15,0,0,0,0,47,36,0
"G2200130","1890","Louisiana","220","Bienville","0130","Bienville",14108,6268,4987,5047,0,0,0,0,0,0,0,0,0
"G2200150","1890","Louisiana","220","Bossier","0150","Bossier",20330,16225,12786,9170,0,0,0,0,0,0,3,0,0
"G2200170","1890","Louisiana","220","Caddo","0170","Caddo",31555,23541,19368,15799,9,1,1,0,0,0,2,6,1
"G2200190","1890","Louisiana","220","Calcasieu","0190","Calcasieu",20176,3194,2407,1457,0,0,0,0,0,0,148,158,105
"G2200210","1890","Louisiana","220","Caldwell","0210","Caldwell",5814,3106,2896,2224,0,0,0,0,0,0,1,1,0
"G2200230","1890","Louisiana","220","Cameron","0230","Cameron",2828,426,324,342,0,0,0,0,0,0,0,5,0
"G2200235","1890","Louisiana","220","Carroll","0235","Carroll",0,0,0,7718,0,0,12,0,0,0,0,0,0
"G2200250","1890","Louisiana","220","Catahoula","0250","Catahoula",12002,4976,4527,4083,0,0,0,0,0,0,34,26,11
"G2200270","1890","Louisiana","220","Claiborne","0270","Claiborne",23312,13512,10295,10608,0,0,0,0,0,0,4,1,2
"G2200290","1890","Louisiana","220","Concordia","0290","Concordia",14871,13112,13594,9257,1,0,0,0,0,0,1,0,0
"G2200310","1890","Louisiana","220","De Soto","0310","De Soto",19860,13220,10487,9851,0,0,0,0,0,0,2,0,0
"G2200330","1890","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",25922,16420,12863,11343,5,0,0,1,0,0,2,0,2
"G2200350","1890","Louisiana","220","East Carroll","0350","East Carroll",12362,11360,11090,0,5,20,0,0,0,0,0,1,0
"G2200370","1890","Louisiana","220","East Feliciana","0370","East Feliciana",17903,12707,10635,9393,0,0,0,0,0,0,0,0,0
"G2200410","1890","Louisiana","220","Franklin","0410","Franklin",6900,4040,3793,2844,0,1,0,0,0,0,0,0,1
"G2200430","1890","Louisiana","220","Grant","0430","Grant",8270,3416,2862,2414,0,0,0,0,0,0,10,6,25
"G2200450","1890","Louisiana","220","Iberia","0450","Iberia",20997,10477,8575,4510,1,0,1,0,0,0,0,1,0
"G2200470","1890","Louisiana","220","Iberville","0470","Iberville",21848,15142,12759,8675,4,1,2,0,0,0,6,0,1
"G2200490","1890","Louisiana","220","Jackson","0490","Jackson",7453,2608,2403,3443,1,0,0,0,0,0,0,0,0
"G2200510","1890","Louisiana","220","Jefferson","0510","Jefferson",13221,6484,7290,11054,15,6,4,5,0,0,1,6,0
"G2200550","1890","Louisiana","220","Lafayette","0550","Lafayette",15966,6884,5541,4755,0,0,0,0,0,0,2,0,2
"G2200570","1890","Louisiana","220","Lafourche","0570","Lafourche",22095,7819,7806,6659,6,25,0,0,0,0,0,0,0
"G2200610","1890","Louisiana","220","Lincoln","0610","Lincoln",14753,6269,4898,0,0,0,0,0,0,0,3,0,0
"G2200630","1890","Louisiana","220","Livingston","0630","Livingston",5769,871,993,933,0,0,0,0,0,0,0,0,8
"G2200650","1890","Louisiana","220","Madison","0650","Madison",14135,13204,12645,7663,0,0,0,0,0,0,0,0,1
"G2200670","1890","Louisiana","220","Morehouse","0670","Morehouse",16786,13267,10659,6375,0,0,0,0,0,0,0,0,0
"G2200690","1890","Louisiana","220","Natchitoches","0690","Natchitoches",25836,15551,12020,10929,18,33,19,0,0,0,13,16,5
"G2200710","1890","Louisiana","220","Orleans","0710","Orleans",242039,64491,57617,50456,142,95,23,9,0,0,21,11,16
"G2200730","1890","Louisiana","220","Ouachita","0730","Ouachita",17985,12344,10180,7823,0,3,0,0,0,0,0,0,0
"G2200750","1890","Louisiana","220","Plaquemines","0750","Plaquemines",12541,7258,7214,6845,0,103,0,0,0,0,0,4,4
"G2200770","1890","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",19613,14917,12999,9229,0,0,0,0,0,0,0,1,0
"G2200790","1890","Louisiana","220","Rapides","0790","Rapides",27642,15800,13942,10267,5,5,0,0,0,0,14,104,6
"G2200810","1890","Louisiana","220","Red River","0810","Red River",11318,7760,6066,0,0,0,0,0,0,0,1,0,0
"G2200830","1890","Louisiana","220","Richland","0830","Richland",10230,7213,5279,2705,0,0,0,0,0,0,0,0,0
"G2200850","1890","Louisiana","220","Sabine","0850","Sabine",9390,2067,1847,1847,0,0,0,0,0,0,11,11,17
"G2200870","1890","Louisiana","220","St Bernard","0870","St Bernard",4326,1977,2288,1913,2,13,0,0,0,0,0,0,0
"G2200890","1890","Louisiana","220","St Charles","0890","St Charles",7737,5751,5746,3963,0,14,7,0,0,0,0,0,0
"G2200910","1890","Louisiana","220","St Helena","0910","St Helena",8062,4589,4176,2914,0,0,0,0,0,0,0,0,0
"G2200930","1890","Louisiana","220","St James","0930","St James",15715,9997,9862,6877,27,2,0,0,0,0,0,0,0
"G2200950","1890","Louisiana","220","St John The Baptist","0950","St John The Baptist",11359,6637,5792,4044,42,39,0,0,0,0,0,0,3
"G2200970","1890","Louisiana","220","St Landry","0970","St Landry",40250,22274,19399,11694,0,0,0,0,0,0,120,132,83
"G2200990","1890","Louisiana","220","St Martin","0990","St Martin",14884,7821,6876,5064,0,0,0,0,0,0,13,4,20
"G2201010","1890","Louisiana","220","St Mary","1010","St Mary",22416,14395,13115,9607,2,10,0,11,0,0,32,49,50
"G2201030","1890","Louisiana","220","St Tammany","1030","St Tammany",10160,3702,2595,2175,0,0,0,0,0,0,60,34,0
"G2201050","1890","Louisiana","220","Tangipahoa","1050","Tangipahoa",12655,4698,4014,2994,1,1,0,0,0,0,13,15,0
"G2201070","1890","Louisiana","220","Tensas","1070","Tensas",16647,15492,16237,11018,1,6,0,0,0,0,1,1,1
"G2201090","1890","Louisiana","220","Terrebonne","1090","Terrebonne",20167,9699,9111,6172,1,20,0,0,0,0,55,213,199
"G2201110","1890","Louisiana","220","Union","1110","Union",17304,7403,5512,4374,0,0,0,0,0,0,0,0,0
"G2201130","1890","Louisiana","220","Vermilion","1130","Vermilion",14234,2899,1957,1047,0,0,0,0,0,0,0,0,1
"G2201150","1890","Louisiana","220","Vernon","1150","Vernon",5903,540,377,0,0,0,0,0,0,0,0,0,0
"G2201170","1890","Louisiana","220","Washington","1170","Washington",6700,2062,1712,939,0,0,0,0,0,0,3,3,0
"G2201190","1890","Louisiana","220","Webster","1190","Webster",12466,7289,5683,0,3,0,0,0,0,0,2,0,0
"G2201210","1890","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",8363,5964,5415,3404,0,0,0,0,0,0,1,0,0
"G2201230","1890","Louisiana","220","West Carroll","1230","West Carroll",3748,2310,1437,0,0,0,0,0,0,0,0,0,0
"G2201250","1890","Louisiana","220","West Feliciana","1250","West Feliciana",15062,12785,10522,8915,0,0,0,0,0,0,1,0,1
"G2201270","1890","Louisiana","220","Winn","1270","Winn",7082,1010,1047,909,0,0,0,0,0,0,0,2,1
"G2300010","1890","Maine","230","Androscoggin","0010","Androscoggin",48968,71,75,40,8,0,0,0,0,0,9,0,0
"G2300030","1890","Maine","230","Aroostook","0030","Aroostook",49589,37,40,56,0,0,0,0,0,0,24,11,0
"G2300050","1890","Maine","230","Cumberland","0050","Cumberland",90949,417,518,517,24,8,0,0,0,0,6,10,1
"G2300070","1890","Maine","230","Franklin","0070","Franklin",17053,9,9,10,1,0,0,0,0,0,4,0,1
"G2300090","1890","Maine","230","Hancock","0090","Hancock",37312,56,36,49,1,0,1,0,0,0,2,0,1
"G2300110","1890","Maine","230","Kennebec","0110","Kennebec",57012,125,129,184,9,0,0,0,0,0,0,0,0
"G2300130","1890","Maine","230","Knox","0130","Knox",31473,80,117,116,2,0,0,0,0,0,0,1,0
"G2300150","1890","Maine","230","Lincoln","0150","Lincoln",21996,26,40,58,0,0,0,0,0,0,0,6,8
"G2300170","1890","Maine","230","Oxford","0170","Oxford",30586,20,15,23,1,0,0,1,0,0,0,0,0
"G2300190","1890","Maine","230","Penobscot","0190","Penobscot",72865,82,109,108,6,0,0,0,0,0,387,396,461
"G2300210","1890","Maine","230","Piscataquis","0210","Piscataquis",16134,19,7,54,0,0,0,0,0,0,37,47,21
"G2300230","1890","Maine","230","Sagadahoc","0230","Sagadahoc",19452,99,140,109,9,0,0,0,0,0,0,0,1
"G2300250","1890","Maine","230","Somerset","0250","Somerset",32627,2,7,24,3,0,0,0,0,0,0,8,5
"G2300270","1890","Maine","230","Waldo","0270","Waldo",27759,18,24,29,2,0,0,0,0,0,0,0,0
"G2300290","1890","Maine","230","Washington","0290","Washington",44482,75,131,155,3,0,0,0,0,0,89,146,0
"G2300310","1890","Maine","230","York","0310","York",62829,54,54,74,4,0,0,0,0,0,1,0,0
"G2400010","1890","Maryland","240","Allegany","0010","Allegany",41571,1431,1549,1166,5,0,0,0,0,0,0,0,0
"G2400030","1890","Maryland","240","Anne Arundel","0030","Anne Arundel",34094,14509,13877,11732,2,0,0,2,0,0,1,0,0
"G2400050","1890","Maryland","240","Baltimore","0050","Baltimore",72909,10230,10565,8363,0,0,0,0,0,0,0,5,0
"G2400090","1890","Maryland","240","Calvert","0090","Calvert",9860,5064,5696,5533,0,0,0,0,0,0,0,0,0
"G2400110","1890","Maryland","240","Caroline","0110","Caroline",13903,3811,4166,3758,0,0,0,0,0,0,0,0,0
"G2400130","1890","Maryland","240","Carroll","0130","Carroll",32376,2133,2286,2175,0,0,0,1,0,0,1,0,0
"G2400150","1890","Maryland","240","Cecil","0150","Cecil",25851,3978,4464,4014,0,0,0,0,0,0,23,0,0
"G2400170","1890","Maryland","240","Charles","0170","Charles",15191,8136,10848,9318,0,0,0,0,0,0,1,0,2
"G2400190","1890","Maryland","240","Dorchester","0190","Dorchester",24843,8709,8476,7556,0,0,0,0,0,0,1,0,0
"G2400210","1890","Maryland","240","Frederick","0210","Frederick",49512,6528,7520,7572,1,0,1,0,0,0,0,0,0
"G2400230","1890","Maryland","240","Garrett","0230","Garrett",14213,185,112,0,0,0,0,0,0,0,0,0,0
"G2400250","1890","Maryland","240","Harford","0250","Harford",28993,6376,6657,4855,0,0,0,0,0,0,0,0,0
"G2400270","1890","Maryland","240","Howard","0270","Howard",16269,4110,4399,3474,0,0,0,0,0,0,0,0,0
"G2400290","1890","Maryland","240","Kent","0290","Kent",17471,6807,7205,7732,0,0,0,0,0,0,0,0,0
"G2400310","1890","Maryland","240","Montgomery","0310","Montgomery",27185,9685,9150,7434,0,0,0,0,0,0,0,1,1
"G2400330","1890","Maryland","240","Prince Georges","0330","Prince Georges",26080,11210,12486,9780,1,0,0,0,0,0,2,0,0
"G2400350","1890","Maryland","240","Queen Anne's","0350","Queen Anne's",18461,6557,7189,6592,0,1,0,0,0,0,0,0,0
"G2400370","1890","Maryland","240","St Mary's","0370","St Mary's",15819,7666,8690,7726,0,0,0,0,0,0,0,0,0
"G2400390","1890","Maryland","240","Somerset","0390","Somerset",24155,9505,8694,7274,0,0,0,0,0,0,0,0,0
"G2400410","1890","Maryland","240","Talbot","0410","Talbot",19736,7483,7329,6666,1,0,0,0,0,0,4,0,0
"G2400430","1890","Maryland","240","Washington","0430","Washington",39782,2507,3066,2838,1,0,0,0,0,0,0,0,0
"G2400450","1890","Maryland","240","Wicomico","0450","Wicomico",19930,5199,5073,4406,0,0,0,0,0,0,0,0,0
"G2400470","1890","Maryland","240","Worcester","0470","Worcester",19747,6734,7017,5869,0,0,0,0,0,0,1,0,0
"G2405100","1890","Maryland","240","Baltimore City","5100","Baltimore City",434439,67104,53716,39558,178,4,1,4,0,0,10,9,1
"G2500010","1890","Massachusetts","250","Barnstable","0010","Barnstable",29172,376,420,460,0,0,0,0,0,0,146,100,4
"G2500030","1890","Massachusetts","250","Berkshire","0030","Berkshire",81108,1183,1315,1322,23,20,75,1,1,0,9,0,3
"G2500050","1890","Massachusetts","250","Bristol","0050","Bristol",186465,2390,2175,2067,58,1,1,2,0,0,13,36,41
"G2500070","1890","Massachusetts","250","Dukes","0070","Dukes",4369,132,275,246,3,0,0,0,0,0,133,71,0
"G2500090","1890","Massachusetts","250","Essex","0090","Essex",299995,1642,1410,1038,102,20,3,1,0,0,2,8,2
"G2500110","1890","Massachusetts","250","Franklin","0110","Franklin",38610,84,73,91,11,1,0,0,1,0,1,3,1
"G2500130","1890","Massachusetts","250","Hampden","0130","Hampden",135713,1071,1103,813,47,9,0,0,1,0,13,9,6
"G2500150","1890","Massachusetts","250","Hampshire","0150","Hampshire",51859,272,280,351,15,20,0,3,1,1,3,1,0
"G2500170","1890","Massachusetts","250","Middlesex","0170","Middlesex",431167,3604,2658,1749,137,25,3,1,1,0,19,13,7
"G2500190","1890","Massachusetts","250","Nantucket","0190","Nantucket",3268,40,76,80,0,0,0,0,0,0,0,0,5
"G2500210","1890","Massachusetts","250","Norfolk","0210","Norfolk",118950,417,568,353,36,0,2,0,0,0,8,21,20
"G2500230","1890","Massachusetts","250","Plymouth","0230","Plymouth",92700,605,534,506,26,0,1,2,0,0,27,43,24
"G2500250","1890","Massachusetts","250","Suffolk","0250","Suffolk",484780,8845,6412,3735,467,131,2,6,3,5,29,19,12
"G2500270","1890","Massachusetts","250","Worcester","0270","Worcester",280787,1483,1398,1136,59,2,0,2,0,4,21,45,26
"G2600010","1890","Michigan","260","Alcona","0010","Alcona",5409,1,0,0,0,0,0,0,0,0,26,28,0
"G2600030","1890","Michigan","260","Alger","0030","Alger",1238,0,0,0,0,0,0,0,0,0,78,0,0
"G2600050","1890","Michigan","260","Allegan","0050","Allegan",38961,303,427,345,1,0,0,0,0,0,71,120,92
"G2600070","1890","Michigan","260","Alpena","0070","Alpena",15581,9,14,2,2,0,0,0,0,0,0,12,0
"G2600090","1890","Michigan","260","Antrim","0090","Antrim",10413,32,5,1,0,0,0,0,0,0,184,119,64
"G2600110","1890","Michigan","260","Arenac","0110","Arenac",5683,2,0,0,0,0,0,0,0,0,120,0,0
"G2600130","1890","Michigan","260","Baraga","0130","Baraga",3036,6,8,0,0,0,0,0,0,0,287,528,0
"G2600150","1890","Michigan","260","Barry","0150","Barry",23783,51,77,89,0,0,0,0,0,0,1,0,0
"G2600170","1890","Michigan","260","Bay","0170","Bay",56412,182,202,116,3,1,0,0,0,0,92,279,83
"G2600190","1890","Michigan","260","Benzie","0190","Benzie",5237,60,64,29,1,0,0,0,0,0,0,4,0
"G2600210","1890","Michigan","260","Berrien","0210","Berrien",41285,625,687,596,1,0,0,0,0,0,32,8,1
"G2600230","1890","Michigan","260","Branch","0230","Branch",26791,56,65,53,0,0,0,0,0,0,0,0,0
"G2600250","1890","Michigan","260","Calhoun","0250","Calhoun",43501,511,498,560,12,0,0,2,0,0,71,66,55
"G2600270","1890","Michigan","260","Cass","0270","Cass",20953,1609,1837,1690,3,0,0,0,0,0,35,43,53
"G2600290","1890","Michigan","260","Charlevoix","0290","Charlevoix",9686,45,35,9,1,0,0,0,0,0,222,201,213
"G2600310","1890","Michigan","260","Cheboygan","0310","Cheboygan",11986,31,21,8,0,0,0,0,0,0,132,103,163
"G2600330","1890","Michigan","260","Chippewa","0330","Chippewa",12019,17,15,5,7,0,0,0,0,0,441,788,734
"G2600350","1890","Michigan","260","Clare","0350","Clare",7558,1,3,0,0,0,0,0,0,0,3,7,0
"G2600370","1890","Michigan","260","Clinton","0370","Clinton",26509,33,79,60,0,0,0,0,0,0,1,0,1
"G2600390","1890","Michigan","260","Crawford","0390","Crawford",2962,5,2,0,0,0,0,0,0,0,10,7,0
"G2600410","1890","Michigan","260","Delta","0410","Delta",15330,6,15,4,3,0,0,0,0,0,217,158,15
"G2600450","1890","Michigan","260","Eaton","0450","Eaton",32094,78,87,78,0,0,0,0,0,0,7,0,0
"G2600470","1890","Michigan","260","Emmet","0470","Emmet",8756,26,34,0,0,0,0,0,0,0,914,1107,1100
"G2600490","1890","Michigan","260","Genesee","0490","Genesee",39430,239,287,104,4,0,0,0,0,0,17,26,17
"G2600510","1890","Michigan","260","Gladwin","0510","Gladwin",4208,8,1,0,0,0,0,0,0,0,10,0,0
"G2600530","1890","Michigan","260","Gogebic","0530","Gogebic",13166,9,0,0,3,0,0,0,0,0,1,0,0
"G2600550","1890","Michigan","260","Grand Traverse","0550","Grand Traverse",13355,39,17,11,0,0,0,0,0,0,35,1,5
"G2600570","1890","Michigan","260","Gratiot","0570","Gratiot",28668,138,90,32,0,0,0,0,0,0,0,8,6
"G2600590","1890","Michigan","260","Hillsdale","0590","Hillsdale",30660,46,59,69,1,0,0,2,0,0,9,8,0
"G2600610","1890","Michigan","260","Houghton","0610","Houghton",35389,28,34,28,11,0,0,0,0,0,10,24,73
"G2600630","1890","Michigan","260","Huron","0630","Huron",28545,7,2,3,0,0,0,0,0,0,8,39,57
"G2600650","1890","Michigan","260","Ingham","0650","Ingham",37666,452,404,158,2,3,1,6,0,0,3,1,0
"G2600670","1890","Michigan","260","Ionia","0670","Ionia",32801,92,76,54,0,0,0,0,0,0,6,3,0
"G2600690","1890","Michigan","260","Iosco","0690","Iosco",15224,13,8,9,0,0,0,0,0,0,50,42,5
"G2600710","1890","Michigan","260","Iron","0710","Iron",4432,9,0,0,1,0,0,0,0,0,2,0,0
"G2600730","1890","Michigan","260","Isabella","0730","Isabella",18784,125,127,18,0,0,0,0,0,0,355,479,0
"G2600735","1890","Michigan","260","Isle Royale","0735","Isle Royale",135,0,0,0,0,0,0,0,0,0,0,0,0
"G2600750","1890","Michigan","260","Jackson","0750","Jackson",45031,525,511,423,6,3,0,1,0,0,0,3,4
"G2600770","1890","Michigan","260","Kalamazoo","0770","Kalamazoo",39273,545,708,525,5,2,0,0,0,0,21,3,1
"G2600790","1890","Michigan","260","Kalkaska","0790","Kalkaska",5160,12,0,0,0,0,0,0,0,0,2,0,1
"G2600810","1890","Michigan","260","Kent","0810","Kent",109922,720,513,157,10,2,0,9,0,0,0,1,9
"G2600830","1890","Michigan","260","Keweenaw","0830","Keweenaw",2894,1,4,2,0,0,0,0,0,0,0,0,3
"G2600850","1890","Michigan","260","Lake","0850","Lake",6505,3,1,0,0,0,0,0,0,0,0,37,0
"G2600870","1890","Michigan","260","Lapeer","0870","Lapeer",29213,80,127,84,0,0,0,0,0,0,22,52,0
"G2600890","1890","Michigan","260","Leelanau","0890","Leelanau",7944,16,16,17,0,0,0,0,0,0,295,605,512
"G2600910","1890","Michigan","260","Lenawee","0910","Lenawee",48448,390,378,389,0,1,0,1,0,0,13,1,2
"G2600930","1890","Michigan","260","Livingston","0930","Livingston",20858,60,94,57,0,0,0,0,0,0,1,1,0
"G2600950","1890","Michigan","260","Luce","0950","Luce",2455,7,0,0,0,0,0,0,0,0,1,0,0
"G2600970","1890","Michigan","260","Mackinac","0970","Mackinac",7830,220,13,25,1,0,0,0,0,0,227,254,285
"G2600990","1890","Michigan","260","Macomb","0990","Macomb",31813,48,78,118,0,0,0,0,0,0,0,0,0
"G2601010","1890","Michigan","260","Manistee","1010","Manistee",24230,29,16,14,0,0,0,0,0,0,22,9,0
"G2601015","1890","Michigan","260","Manitou","1015","Manitou",860,0,0,0,0,0,0,0,0,0,56,149,0
"G2601030","1890","Michigan","260","Marquette","1030","Marquette",39521,63,67,61,11,0,0,1,0,0,56,87,72
"G2601050","1890","Michigan","260","Mason","1050","Mason",16385,18,26,10,0,0,0,0,0,0,335,362,230
"G2601070","1890","Michigan","260","Mecosta","1070","Mecosta",19697,357,273,127,0,0,0,0,0,0,44,42,9
"G2601090","1890","Michigan","260","Menominee","1090","Menominee",33639,49,1,9,8,0,0,0,0,0,129,121,5
"G2601110","1890","Michigan","260","Midland","1110","Midland",10657,42,22,14,0,0,0,0,0,0,4,8,2
"G2601130","1890","Michigan","260","Missaukee","1130","Missaukee",5048,0,0,0,0,0,0,0,0,0,16,0,0
"G2601150","1890","Michigan","260","Monroe","1150","Monroe",32337,76,112,78,0,0,0,0,0,0,14,0,0
"G2601170","1890","Michigan","260","Montcalm","1170","Montcalm",32637,120,110,68,0,0,0,0,0,0,0,0,0
"G2601190","1890","Michigan","260","Montmorency","1190","Montmorency",1487,1,0,0,0,0,0,0,0,0,2,0,0
"G2601210","1890","Michigan","260","Muskegon","1210","Muskegon",40013,105,85,40,0,1,0,0,0,0,32,11,0
"G2601230","1890","Michigan","260","Newaygo","1230","Newaygo",20476,46,18,5,0,0,0,0,0,0,18,129,130
"G2601250","1890","Michigan","260","Oakland","1250","Oakland",41245,315,400,465,0,0,0,0,0,0,10,1,0
"G2601270","1890","Michigan","260","Oceana","1270","Oceana",15698,36,45,13,0,0,0,0,0,0,271,347,593
"G2601290","1890","Michigan","260","Ogemaw","1290","Ogemaw",5583,4,0,0,0,0,0,0,0,0,4,0,0
"G2601310","1890","Michigan","260","Ontonagon","1310","Ontonagon",3756,2,13,13,0,0,0,0,0,0,59,74,19
"G2601330","1890","Michigan","260","Osceola","1330","Osceola",14630,40,20,1,0,0,0,0,0,0,24,23,16
"G2601350","1890","Michigan","260","Oscoda","1350","Oscoda",1904,6,6,0,0,0,0,0,0,0,3,2,0
"G2601370","1890","Michigan","260","Otsego","1370","Otsego",4272,4,0,0,0,0,0,0,0,0,0,0,0
"G2601390","1890","Michigan","260","Ottawa","1390","Ottawa",35358,46,88,95,1,0,0,0,1,1,51,85,14
"G2601410","1890","Michigan","260","Presque Isle","1410","Presque Isle",4687,10,2,0,0,0,0,0,0,0,13,5,1
"G2601430","1890","Michigan","260","Roscommon","1430","Roscommon",2033,0,0,0,0,0,0,0,0,0,0,3,0
"G2601450","1890","Michigan","260","Saginaw","1450","Saginaw",82273,336,316,288,2,2,0,0,0,0,232,284,126
"G2601470","1890","Michigan","260","St Clair","1470","St Clair",52105,92,52,66,0,0,0,0,0,0,8,5,2
"G2601490","1890","Michigan","260","St Joseph","1490","St Joseph",25356,136,230,133,2,0,0,0,0,0,11,11,0
"G2601510","1890","Michigan","260","Sanilac","1510","Sanilac",32589,16,32,28,0,0,0,0,0,0,1,0,7
"G2601530","1890","Michigan","260","Schoolcraft","1530","Schoolcraft",5818,0,3,0,0,0,0,0,0,0,42,134,0
"G2601550","1890","Michigan","260","Shiawassee","1550","Shiawassee",30952,27,48,35,1,0,0,0,0,0,0,3,0
"G2601570","1890","Michigan","260","Tuscola","1570","Tuscola",32508,20,43,9,0,0,0,0,0,0,61,64,1
"G2601590","1890","Michigan","260","Van Buren","1590","Van Buren",30541,655,738,538,0,0,0,0,0,0,59,87,139
"G2601610","1890","Michigan","260","Washtenaw","1610","Washtenaw",42210,1221,1216,1125,6,2,0,14,0,0,4,2,2
"G2601630","1890","Michigan","260","Wayne","1630","Wayne",257114,3815,3379,2683,10,10,0,2,0,0,11,34,4
"G2601650","1890","Michigan","260","Wexford","1650","Wexford",11278,15,16,3,1,0,0,0,0,0,0,1,0
"G2700010","1890","Minnesota","270","Aitkin","0010","Aitkin",2462,1,3,0,0,0,0,0,0,0,233,57,160
"G2700030","1890","Minnesota","270","Anoka","0030","Anoka",9884,19,21,15,1,0,0,0,0,0,0,4,0
"G2700050","1890","Minnesota","270","Becker","0050","Becker",9401,1,1,0,0,0,0,0,0,0,178,749,0
"G2700070","1890","Minnesota","270","Beltrami","0070","Beltrami",312,0,0,0,0,0,0,0,0,0,0,0,0
"G2700090","1890","Minnesota","270","Benton","0090","Benton",6284,1,0,1,0,0,0,0,0,0,25,35,1
"G2700110","1890","Minnesota","270","Big Stone","0110","Big Stone",5722,0,0,0,1,0,0,0,0,0,66,0,0
"G2700130","1890","Minnesota","270","Blue Earth","0130","Blue Earth",29210,14,25,20,0,1,0,0,0,0,28,12,0
"G2700150","1890","Minnesota","270","Brown","0150","Brown",15817,3,4,0,0,0,0,0,0,0,0,5,0
"G2700170","1890","Minnesota","270","Carlton","0170","Carlton",5272,0,0,0,2,0,0,0,0,0,19,129,12
"G2700190","1890","Minnesota","270","Carver","0190","Carver",16532,0,2,1,0,0,0,0,0,0,0,0,0
