GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A30001,A30002,A30003,A30004,A5A001
"G4803090","1910","Texas","480","McLennan","3090","Mclennan",28735,27256,8492,8742,55991
"G4803110","1910","Texas","480","McMullen","3110","Mcmullen",573,460,29,29,1033
"G4803130","1910","Texas","480","Madison","3130","Madison",3973,3588,1378,1379,7561
"G4803150","1910","Texas","480","Marion","3150","Marion",1923,1821,3299,3426,3744
"G4803170","1910","Texas","480","Martin","3170","Martin",790,758,0,1,1548
"G4803190","1910","Texas","480","Mason","3190","Mason",2904,2709,35,35,5613
"G4803210","1910","Texas","480","Matagorda","3210","Matagorda",4991,4097,2311,2146,9088
"G4803230","1910","Texas","480","Maverick","3230","Maverick",2558,2497,51,45,5055
"G4803250","1910","Texas","480","Medina","3250","Medina",6801,6165,227,222,12966
"G4803270","1910","Texas","480","Menard","3270","Menard",1404,1279,15,9,2683
"G4803290","1910","Texas","480","Midland","3290","Midland",1773,1665,8,18,3438
"G4803310","1910","Texas","480","Milam","3310","Milam",14304,12989,4706,4779,27293
"G4803330","1910","Texas","480","Mills","3330","Mills",4935,4752,5,2,9687
"G4803350","1910","Texas","480","Mitchell","3350","Mitchell",4533,4231,97,95,8764
"G4803370","1910","Texas","480","Montague","3370","Montague",12996,12098,11,16,25094
"G4803390","1910","Texas","480","Montgomery","3390","Montgomery",4469,4106,3530,3574,8575
"G4803410","1910","Texas","480","Moore","3410","Moore",322,239,0,0,561
"G4803430","1910","Texas","480","Morris","3430","Morris",3467,3266,1847,1859,6733
"G4803450","1910","Texas","480","Motley","3450","Motley",1294,1102,0,0,2396
"G4803470","1910","Texas","480","Nacogdoches","3470","Nacogdoches",10547,9829,3512,3518,20376
"G4803490","1910","Texas","480","Navarro","3490","Navarro",18662,17440,5605,5363,36102
"G4803510","1910","Texas","480","Newton","3510","Newton",3869,3117,2008,1856,6986
"G4803530","1910","Texas","480","Nolan","3530","Nolan",6584,5303,70,41,11887
"G4803550","1910","Texas","480","Nueces","3550","Nueces",11041,10163,370,372,21204
"G4803570","1910","Texas","480","Ochiltree","3570","Ochiltree",875,727,0,0,1602
"G4803590","1910","Texas","480","Oldham","3590","Oldham",492,320,0,0,812
"G4803610","1910","Texas","480","Orange","3610","Orange",4014,3576,1015,883,7590
"G4803630","1910","Texas","480","Palo Pinto","3630","Palo Pinto",9746,9225,248,280,18971
"G4803650","1910","Texas","480","Panola","3650","Panola",5956,5626,4354,4488,11582
"G4803670","1910","Texas","480","Parker","3670","Parker",13140,12497,335,358,25637
"G4803690","1910","Texas","480","Parmer","3690","Parmer",866,689,0,0,1555
"G4803710","1910","Texas","480","Pecos","3710","Pecos",1206,862,1,1,2068
"G4803730","1910","Texas","480","Polk","3730","Polk",5679,4984,3408,3186,10663
"G4803750","1910","Texas","480","Potter","3750","Potter",6698,5575,69,80,12273
"G4803770","1910","Texas","480","Presidio","3770","Presidio",2622,2564,27,4,5186
"G4803790","1910","Texas","480","Rains","3790","Rains",3255,2916,321,295,6171
"G4803810","1910","Texas","480","Randall","3810","Randall",1824,1485,0,0,3309
"G4803830","1910","Texas","480","Reagan","3830","Reagan",206,184,0,2,390
"G4803870","1910","Texas","480","Red River","3870","Red River",10138,9753,4359,4314,19891
"G4803890","1910","Texas","480","Reeves","3890","Reeves",2343,1954,51,31,4297
"G4803910","1910","Texas","480","Refugio","3910","Refugio",1227,1106,234,247,2333
"G4803930","1910","Texas","480","Roberts","3930","Roberts",525,422,1,2,947
"G4803950","1910","Texas","480","Robertson","3950","Robertson",6702,6176,7260,7311,12878
"G4803970","1910","Texas","480","Rockwall","3970","Rockwall",3810,3531,397,334,7341
"G4803990","1910","Texas","480","Runnels","3990","Runnels",10833,9891,67,66,20724
"G4804010","1910","Texas","480","Rusk","4010","Rusk",8156,7475,5641,5673,15631
"G4804030","1910","Texas","480","Sabine","4030","Sabine",3579,3315,849,830,6894
"G4804050","1910","Texas","480","San Augustine","4050","San Augustine",4108,3703,1732,1721,7811
"G4804070","1910","Texas","480","San Jacinto","4070","San Jacinto",2254,2095,2585,2608,4349
"G4804090","1910","Texas","480","San Patricio","4090","San Patricio",3946,3282,48,31,7228
"G4804110","1910","Texas","480","San Saba","4110","San Saba",5790,5347,48,55,11137
"G4804130","1910","Texas","480","Schleicher","4130","Schleicher",1048,801,30,14,1849
"G4804150","1910","Texas","480","Scurry","4150","Scurry",5763,5160,0,1,10923
"G4804170","1910","Texas","480","Shackelford","4170","Shackelford",2104,1971,67,59,4075
"G4804190","1910","Texas","480","Shelby","4190","Shelby",10854,10295,2649,2625,21149
"G4804210","1910","Texas","480","Sherman","4210","Sherman",742,632,2,0,1374
"G4804230","1910","Texas","480","Smith","4230","Smith",12674,11816,8426,8820,24490
"G4804250","1910","Texas","480","Somervell","4250","Somervell",2041,1889,0,1,3930
"G4804270","1910","Texas","480","Starr","4270","Starr",6795,6335,13,8,13130
"G4804290","1910","Texas","480","Stephens","4290","Stephens",4115,3861,1,3,7976
"G4804310","1910","Texas","480","Sterling","4310","Sterling",846,646,1,0,1492
"G4804330","1910","Texas","480","Stonewall","4330","Stonewall",2844,2468,3,0,5312
"G4804350","1910","Texas","480","Sutton","4350","Sutton",870,696,3,0,1566
"G4804370","1910","Texas","480","Swisher","4370","Swisher",2149,1863,0,0,4012
"G4804390","1910","Texas","480","Tarrant","4390","Tarrant",49389,43692,7899,7519,93081
"G4804410","1910","Texas","480","Taylor","4410","Taylor",13382,12270,328,311,25652
"G4804430","1910","Texas","480","Terrell","4430","Terrell",863,562,3,1,1425
"G4804450","1910","Texas","480","Terry","4450","Terry",807,666,0,1,1473
"G4804470","1910","Texas","480","Throckmorton","4470","Throckmorton",2427,2125,4,7,4552
"G4804490","1910","Texas","480","Titus","4490","Titus",7078,6226,1639,1479,13304
"G4804510","1910","Texas","480","Tom Green","4510","Tom Green",9039,8122,349,367,17161
"G4804530","1910","Texas","480","Travis","4530","Travis",20432,19698,7351,8122,40130
"G4804550","1910","Texas","480","Trinity","4550","Trinity",5005,4568,1621,1574,9573
"G4804570","1910","Texas","480","Tyler","4570","Tyler",4201,3841,1121,1086,8042
"G4804590","1910","Texas","480","Upshur","4590","Upshur",7414,6894,2794,2855,14308
"G4804610","1910","Texas","480","Upton","4610","Upton",280,209,6,6,489
"G4804630","1910","Texas","480","Uvalde","4630","Uvalde",5650,5321,126,136,10971
"G4804650","1910","Texas","480","Val Verde","4650","Val Verde",4566,3894,72,81,8460
"G4804670","1910","Texas","480","Van Zandt","4670","Van Zandt",12472,11642,796,738,24114
"G4804690","1910","Texas","480","Victoria","4690","Victoria",5863,5527,1742,1858,11390
"G4804710","1910","Texas","480","Walker","4710","Walker",4171,3528,4192,4170,7699
"G4804730","1910","Texas","480","Waller","4730","Waller",2785,2641,3311,3401,5426
"G4804750","1910","Texas","480","Ward","4750","Ward",1283,1102,1,2,2385
"G4804770","1910","Texas","480","Washington","4770","Washington",6792,6749,5750,6267,13541
"G4804790","1910","Texas","480","Webb","4790","Webb",11237,11225,17,21,22462
"G4804810","1910","Texas","480","Wharton","4810","Wharton",6705,5495,4563,4326,12200
"G4804830","1910","Texas","480","Wheeler","4830","Wheeler",2794,2462,0,2,5256
"G4804850","1910","Texas","480","Wichita","4850","Wichita",8306,7170,327,285,15476
"G4804870","1910","Texas","480","Wilbarger","4870","Wilbarger",6297,5630,39,31,11927
"G4804910","1910","Texas","480","Williamson","4910","Williamson",18140,16716,3820,3550,34856
"G4804930","1910","Texas","480","Wilson","4930","Wilson",8496,7614,468,488,16110
"G4804950","1910","Texas","480","Winkler","4950","Winkler",226,215,1,0,441
"G4804970","1910","Texas","480","Wise","4970","Wise",13729,12652,33,34,26381
"G4804990","1910","Texas","480","Wood","4990","Wood",10066,9425,2002,1924,19491
"G4805010","1910","Texas","480","Yoakum","5010","Yoakum",339,263,0,0,602
"G4805030","1910","Texas","480","Young","5030","Young",7182,6472,0,3,13654
"G4805050","1910","Texas","480","Zapata","5050","Zapata",1965,1844,0,0,3809
"G4805070","1910","Texas","480","Zavala","5070","Zavala",1021,867,0,1,1888
"G4900010","1910","Utah","490","Beaver","0010","Beaver",2494,2148,9,4,4642
"G4900030","1910","Utah","490","Box Elder","0030","Box Elder",6987,6601,7,0,13588
"G4900050","1910","Utah","490","Cache","0050","Cache",11403,11595,5,2,22998
"G4900070","1910","Utah","490","Carbon","0070","Carbon",5256,3162,5,1,8418
"G4900110","1910","Utah","490","Davis","0110","Davis",5185,4890,0,0,10075
"G4900150","1910","Utah","490","Emery","0150","Emery",3578,3128,1,0,6706
"G4900170","1910","Utah","490","Garfield","0170","Garfield",1920,1740,0,0,3660
"G4900190","1910","Utah","490","Grand","0190","Grand",993,600,1,0,1593
"G4900210","1910","Utah","490","Iron","0210","Iron",1984,1918,1,1,3902
"G4900230","1910","Utah","490","Juab","0230","Juab",5733,4856,3,1,10589
"G4900250","1910","Utah","490","Kane","0250","Kane",801,818,0,0,1619
"G4900270","1910","Utah","490","Millard","0270","Millard",3152,2866,14,8,6018
"G4900290","1910","Utah","490","Morgan","0290","Morgan",1277,1104,0,0,2381
"G4900310","1910","Utah","490","Piute","0310","Piute",883,844,1,0,1727
"G4900330","1910","Utah","490","Rich","0330","Rich",991,891,0,0,1882
"G4900350","1910","Utah","490","Salt Lake","0350","Salt Lake",68398,61072,479,348,129470
"G4900370","1910","Utah","490","San Juan","0370","San Juan",538,426,17,0,964
"G4900390","1910","Utah","490","Sanpete","0390","Sanpete",8380,8290,12,6,16670
"G4900410","1910","Utah","490","Sevier","0410","Sevier",4952,4818,0,0,9770
"G4900430","1910","Utah","490","Summit","0430","Summit",4346,3813,0,1,8159
"G4900450","1910","Utah","490","Tooele","0450","Tooele",4588,3199,6,1,7787
"G4900470","1910","Utah","490","Uintah","0470","Uintah",3184,2830,3,0,6014
"G4900490","1910","Utah","490","Utah","0490","Utah",19304,18614,0,2,37918
"G4900510","1910","Utah","490","Wasatch","0510","Wasatch",4641,4137,1,0,8778
"G4900530","1910","Utah","490","Washington","0530","Washington",2538,2488,0,0,5026
"G4900550","1910","Utah","490","Wayne","0550","Wayne",898,847,0,0,1745
"G4900570","1910","Utah","490","Weber","0570","Weber",17714,16770,126,78,34484
"G5000010","1910","Vermont","500","Addison","0010","Addison",10210,9752,22,23,19962
"G5000030","1910","Vermont","500","Bennington","0030","Bennington",10795,10487,46,46,21282
"G5000050","1910","Vermont","500","Caledonia","0050","Caledonia",13374,12646,4,6,26020
"G5000070","1910","Vermont","500","Chittenden","0070","Chittenden",20142,21178,898,216,41320
"G5000090","1910","Vermont","500","Essex","0090","Essex",3939,3438,4,1,7377
"G5000110","1910","Vermont","500","Franklin","0110","Franklin",15040,14762,34,25,29802
"G5000130","1910","Vermont","500","Grand Isle","0130","Grand Isle",1985,1776,0,0,3761
"G5000150","1910","Vermont","500","Lamoille","0150","Lamoille",6522,6060,3,0,12582
"G5000170","1910","Vermont","500","Orange","0170","Orange",9580,9111,8,4,18691
"G5000190","1910","Vermont","500","Orleans","0190","Orleans",12040,11277,13,7,23317
"G5000210","1910","Vermont","500","Rutland","0210","Rutland",24808,23219,67,41,48027
"G5000230","1910","Vermont","500","Washington","0230","Washington",21783,19877,19,22,41660
"G5000250","1910","Vermont","500","Windham","0250","Windham",13764,13122,25,20,26886
"G5000270","1910","Vermont","500","Windsor","0270","Windsor",17390,16221,30,37,33611
"G5100010","1910","Virginia","510","Accomack","0010","Accomack",11932,11444,6728,6545,23376
"G5100030","1910","Virginia","510","Albemarle","0030","Albemarle",10063,10135,4663,5010,20198
"G5100035","1910","Virginia","510","Alexandria","0035","Alexandria",4319,3267,1366,1279,7586
"G5100050","1910","Virginia","510","Alleghany","0050","Alleghany",5852,5374,1660,1285,11226
"G5100070","1910","Virginia","510","Amelia","0070","Amelia",1652,1578,2832,2658,3230
"G5100090","1910","Virginia","510","Amherst","0090","Amherst",5735,5725,3743,3722,11460
"G5100110","1910","Virginia","510","Appomattox","0110","Appomattox",2977,2838,1503,1586,5815
"G5100150","1910","Virginia","510","Augusta","0150","Augusta",13843,14061,2245,2296,27904
"G5100170","1910","Virginia","510","Bath","0170","Bath",2821,2541,695,481,5362
"G5100190","1910","Virginia","510","Bedford","0190","Bedford",10699,10395,4209,4246,21094
"G5100210","1910","Virginia","510","Bland","0210","Bland",2567,2454,69,64,5021
"G5100230","1910","Virginia","510","Botetourt","0230","Botetourt",7190,7042,1768,1727,14232
"G5100250","1910","Virginia","510","Brunswick","0250","Brunswick",4035,3843,5817,5549,7878
"G5100270","1910","Virginia","510","Buchanan","0270","Buchanan",6358,5972,1,3,12330
"G5100290","1910","Virginia","510","Buckingham","0290","Buckingham",3896,3738,3689,3881,7634
"G5100310","1910","Virginia","510","Campbell","0310","Campbell",7121,6920,4385,4617,14041
"G5100330","1910","Virginia","510","Caroline","0330","Caroline",3912,3934,4436,4314,7846
"G5100350","1910","Virginia","510","Carroll","0350","Carroll",10404,10439,129,139,20843
"G5100360","1910","Virginia","510","Charles City","0360","Charles City",730,645,1948,1817,1375
"G5100370","1910","Virginia","510","Charlotte","0370","Charlotte",3851,3599,4068,4267,7450
"G5100410","1910","Virginia","510","Chesterfield","0410","Chesterfield",6978,6793,3793,3734,13771
"G5100430","1910","Virginia","510","Clarke","0430","Clarke",2798,2770,961,939,5568
"G5100450","1910","Virginia","510","Craig","0450","Craig",2327,2177,130,77,4504
"G5100470","1910","Virginia","510","Culpeper","0470","Culpeper",4009,4201,2586,2676,8210
"G5100490","1910","Virginia","510","Cumberland","0490","Cumberland",1538,1604,3087,2966,3142
"G5100510","1910","Virginia","510","Dickenson","0510","Dickenson",4734,4458,3,4,9192
"G5100530","1910","Virginia","510","Dinwiddie","0530","Dinwiddie",3208,2866,4749,4619,6074
"G5100550","1910","Virginia","510","Elizabeth City","0550","Elizabeth City",8452,4775,3928,4064,13227
"G5100570","1910","Virginia","510","Essex","0570","Essex",1922,1868,2697,2618,3790
"G5100590","1910","Virginia","510","Fairfax","0590","Fairfax",8003,7669,2474,2390,15672
"G5100610","1910","Virginia","510","Fauquier","0610","Fauquier",7499,7538,3756,3730,15037
"G5100630","1910","Virginia","510","Floyd","0630","Floyd",6537,6718,423,414,13255
"G5100650","1910","Virginia","510","Fluvanna","0650","Fluvanna",2441,2508,1632,1742,4949
"G5100670","1910","Virginia","510","Franklin","0670","Franklin",10541,10504,2636,2799,21045
"G5100690","1910","Virginia","510","Frederick","0690","Frederick",6081,6012,375,319,12093
"G5100710","1910","Virginia","510","Giles","0710","Giles",5581,5287,389,366,10868
"G5100730","1910","Virginia","510","Gloucester","0730","Gloucester",3428,3142,2994,2913,6570
"G5100750","1910","Virginia","510","Goochland","0750","Goochland",2093,1914,2645,2585,4007
"G5100770","1910","Virginia","510","Grayson","0770","Grayson",9359,9558,448,491,18917
"G5100790","1910","Virginia","510","Greene","0790","Greene",2761,2837,645,694,5598
"G5100810","1910","Virginia","510","Greensville","0810","Greensville",2320,2177,3673,3720,4497
"G5100830","1910","Virginia","510","Halifax","0830","Halifax",10216,9815,9683,10330,20031
"G5100850","1910","Virginia","510","Hanover","0850","Hanover",5164,4996,3607,3433,10160
"G5100870","1910","Virginia","510","Henrico","0870","Henrico",8517,8083,3388,3449,16600
"G5100890","1910","Virginia","510","Henry","0890","Henry",5612,5385,3566,3896,10997
"G5100910","1910","Virginia","510","Highland","0910","Highland",2618,2439,128,132,5057
"G5100930","1910","Virginia","510","Isle Of Wight","0930","Isle Of Wight",3783,3633,3782,3730,7416
"G5100950","1910","Virginia","510","James City","0950","James City",1657,1644,1555,1479,3301
"G5100970","1910","Virginia","510","King And Queen","0970","King And Queen",2134,2069,2738,2635,4203
"G5100990","1910","Virginia","510","King George","0990","King George",1739,1726,1500,1413,3465
"G5101010","1910","Virginia","510","King William","1010","King William",1814,1698,2446,2409,3512
"G5101030","1910","Virginia","510","Lancaster","1030","Lancaster",2334,2279,2608,2531,4613
"G5101050","1910","Virginia","510","Lee","1050","Lee",11604,11220,512,440,22824
"G5101070","1910","Virginia","510","Loudoun","1070","Loudoun",7827,8119,2624,2597,15946
"G5101090","1910","Virginia","510","Louisa","1090","Louisa",4353,4342,3801,4082,8695
"G5101110","1910","Virginia","510","Lunenburg","1110","Lunenburg",3113,2856,3473,3338,5969
"G5101130","1910","Virginia","510","Madison","1130","Madison",3407,3384,1643,1621,6791
"G5101150","1910","Virginia","510","Matthews","1150","Matthews",3166,3243,1284,1229,6409
"G5101170","1910","Virginia","510","Mecklenburg","1170","Mecklenburg",6402,6160,8114,8280,12562
"G5101190","1910","Virginia","510","Middlesex","1190","Middlesex",2163,2053,2488,2148,4216
"G5101210","1910","Virginia","510","Montgomery","1210","Montgomery",7473,7472,1129,1194,14945
"G5101230","1910","Virginia","510","Nansemond","1230","Nansemond",5747,5602,7689,7847,11349
"G5101250","1910","Virginia","510","Nelson","1250","Nelson",5807,5751,2623,2640,11558
"G5101270","1910","Virginia","510","New Kent","1270","New Kent",977,802,1474,1317,1779
"G5101290","1910","Virginia","510","Norfolk","1290","Norfolk",10873,10039,15855,15936,20912
"G5101310","1910","Virginia","510","Northampton","1310","Northampton",3820,3536,4727,4587,7356
"G5101330","1910","Virginia","510","Northumberland","1330","Northumberland",3387,3123,2271,1996,6510
"G5101350","1910","Virginia","510","Nottoway","1350","Nottoway",3099,3016,3632,3715,6115
"G5101370","1910","Virginia","510","Orange","1370","Orange",3927,4032,2715,2811,7959
"G5101390","1910","Virginia","510","Page","1390","Page",6551,6430,553,613,12981
