GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AZ2001
"G5100150","1900","Virginia","510","Augusta","0150","Augusta",26670
"G5100170","1900","Virginia","510","Bath","0170","Bath",4589
"G5100190","1900","Virginia","510","Bedford","0190","Bedford",20617
"G5100210","1900","Virginia","510","Bland","0210","Bland",5285
"G5100230","1900","Virginia","510","Botetourt","0230","Botetourt",13284
"G5100250","1900","Virginia","510","Brunswick","0250","Brunswick",7375
"G5100270","1900","Virginia","510","Buchanan","0270","Buchanan",9687
"G5100290","1900","Virginia","510","Buckingham","0290","Buckingham",7415
"G5100310","1900","Virginia","510","Campbell","0310","Campbell",13641
"G5100330","1900","Virginia","510","Caroline","0330","Caroline",7667
"G5100350","1900","Virginia","510","Carroll","0350","Carroll",18964
"G5100360","1900","Virginia","510","Charles City","0360","Charles City",1344
"G5100370","1900","Virginia","510","Charlotte","0370","Charlotte",6798
"G5100410","1900","Virginia","510","Chesterfield","0410","Chesterfield",11105
"G5100430","1900","Virginia","510","Clarke","0430","Clarke",5695
"G5100450","1900","Virginia","510","Craig","0450","Craig",4032
"G5100470","1900","Virginia","510","Culpeper","0470","Culpeper",8069
"G5100490","1900","Virginia","510","Cumberland","0490","Cumberland",2791
"G5100510","1900","Virginia","510","Dickenson","0510","Dickenson",7747
"G5100530","1900","Virginia","510","Dinwiddie","0530","Dinwiddie",5874
"G5100550","1900","Virginia","510","Elizabeth City","0550","Elizabeth City",10757
"G5100570","1900","Virginia","510","Essex","0570","Essex",3576
"G5100590","1900","Virginia","510","Fairfax","0590","Fairfax",13576
"G5100610","1900","Virginia","510","Fauquier","0610","Fauquier",15074
"G5100630","1900","Virginia","510","Floyd","0630","Floyd",14313
"G5100650","1900","Virginia","510","Fluvanna","0650","Fluvanna",5039
"G5100670","1900","Virginia","510","Franklin","0670","Franklin",20005
"G5100690","1900","Virginia","510","Frederick","0690","Frederick",12486
"G5100710","1900","Virginia","510","Giles","0710","Giles",9994
"G5100730","1900","Virginia","510","Gloucester","0730","Gloucester",6224
"G5100750","1900","Virginia","510","Goochland","0750","Goochland",3961
"G5100770","1900","Virginia","510","Grayson","0770","Grayson",15894
"G5100790","1900","Virginia","510","Greene","0790","Greene",4783
"G5100810","1900","Virginia","510","Greensville","0810","Greensville",3402
"G5100830","1900","Virginia","510","Halifax","0830","Halifax",17922
"G5100850","1900","Virginia","510","Hanover","0850","Hanover",9696
"G5100870","1900","Virginia","510","Henrico","0870","Henrico",17246
"G5100890","1900","Virginia","510","Henry","0890","Henry",10881
"G5100910","1900","Virginia","510","Highland","0910","Highland",5269
"G5100930","1900","Virginia","510","Isle Of Wight","0930","Isle Of Wight",6833
"G5100950","1900","Virginia","510","James City","0950","James City",1346
"G5100970","1900","Virginia","510","King And Queen","0970","King And Queen",4006
"G5100990","1900","Virginia","510","King George","0990","King George",3596
"G5101010","1900","Virginia","510","King William","1010","King William",3266
"G5101030","1900","Virginia","510","Lancaster","1030","Lancaster",4058
"G5101050","1900","Virginia","510","Lee","1050","Lee",19116
"G5101070","1900","Virginia","510","Loudoun","1070","Loudoun",16079
"G5101090","1900","Virginia","510","Louisa","1090","Louisa",7896
"G5101110","1900","Virginia","510","Lunenburg","1110","Lunenburg",5133
"G5101130","1900","Virginia","510","Madison","1130","Madison",6695
"G5101150","1900","Virginia","510","Matthews","1150","Matthews",5844
"G5101170","1900","Virginia","510","Mecklenburg","1170","Mecklenburg",10353
"G5101190","1900","Virginia","510","Middlesex","1190","Middlesex",3684
"G5101210","1900","Virginia","510","Montgomery","1210","Montgomery",12927
"G5101230","1900","Virginia","510","Nansemond","1230","Nansemond",10115
"G5101250","1900","Virginia","510","Nelson","1250","Nelson",10403
"G5101270","1900","Virginia","510","New Kent","1270","New Kent",1660
"G5101290","1900","Virginia","510","Norfolk","1290","Norfolk",19113
"G5101310","1900","Virginia","510","Northampton","1310","Northampton",6141
"G5101330","1900","Virginia","510","Northumberland","1330","Northumberland",5680
"G5101350","1900","Virginia","510","Nottoway","1350","Nottoway",4966
"G5101370","1900","Virginia","510","Orange","1370","Orange",7050
"G5101390","1900","Virginia","510","Page","1390","Page",12354
"G5101410","1900","Virginia","510","Patrick","1410","Patrick",13779
"G5101430","1900","Virginia","510","Pittsylvania","1430","Pittsylvania",25605
"G5101450","1900","Virginia","510","Powhatan","1450","Powhatan",2343
"G5101470","1900","Virginia","510","Prince Edward","1470","Prince Edward",5276
"G5101490","1900","Virginia","510","Prince George","1490","Prince George",2886
"G5101510","1900","Virginia","510","Princess Anne","1510","Princess Anne",5505
"G5101530","1900","Virginia","510","Prince William","1530","Prince William",8240
"G5101550","1900","Virginia","510","Pulaski","1550","Pulaski",11372
"G5101570","1900","Virginia","510","Rappahannock","1570","Rappahannock",6121
"G5101590","1900","Virginia","510","Richmond","1590","Richmond",4159
"G5101610","1900","Virginia","510","Roanoke","1610","Roanoke",11991
"G5101630","1900","Virginia","510","Rockbridge","1630","Rockbridge",17715
"G5101650","1900","Virginia","510","Rockingham","1650","Rockingham",30893
"G5101670","1900","Virginia","510","Russell","1670","Russell",17267
"G5101690","1900","Virginia","510","Scott","1690","Scott",22067
"G5101710","1900","Virginia","510","Shenandoah","1710","Shenandoah",19604
"G5101730","1900","Virginia","510","Smyth","1730","Smyth",15950
"G5101750","1900","Virginia","510","Southampton","1750","Southampton",9165
"G5101770","1900","Virginia","510","Spotsylvania","1770","Spotsylvania",5353
"G5101790","1900","Virginia","510","Stafford","1790","Stafford",6489
"G5101810","1900","Virginia","510","Surry","1810","Surry",3286
"G5101830","1900","Virginia","510","Sussex","1830","Sussex",4121
"G5101850","1900","Virginia","510","Tazewell","1850","Tazewell",19802
"G5101870","1900","Virginia","510","Warren","1870","Warren",7372
"G5101890","1900","Virginia","510","Warwick","1890","Warwick",1159
"G5101910","1900","Virginia","510","Washington","1910","Washington",26433
"G5101930","1900","Virginia","510","Westmoreland","1930","Westmoreland",4381
"G5101950","1900","Virginia","510","Wise","1950","Wise",17688
"G5101970","1900","Virginia","510","Wythe","1970","Wythe",17653
"G5101990","1900","Virginia","510","York","1990","York",3401
"G5105100","1900","Virginia","510","Alexandria City","5100","Alexandria City",9986
"G5105200","1900","Virginia","510","Bristol City","5200","Bristol City",3551
"G5105300","1900","Virginia","510","Buena Vista City","5300","Buena Vista City",1978
"G5105400","1900","Virginia","510","Charlottesville City","5400","Charlottesville City",3834
"G5105900","1900","Virginia","510","Danville City","5900","Danville City",10002
"G5106300","1900","Virginia","510","Fredericksburg City","6300","Fredericksburg City",3446
"G5106800","1900","Virginia","510","Lynchburg City","6800","Lynchburg City",10637
"G5106855","1900","Virginia","510","Manchester City","6855","Manchester City",6376
"G5107000","1900","Virginia","510","Newport News City","7000","Newport News City",12789
"G5107100","1900","Virginia","510","Norfolk City","7100","Norfolk City",26317
"G5107300","1900","Virginia","510","Petersburg City","7300","Petersburg City",11057
"G5107400","1900","Virginia","510","Portsmouth City","7400","Portsmouth City",11782
"G5107500","1900","Virginia","510","Radford City","7500","Radford City",2887
"G5107600","1900","Virginia","510","Richmond City","7600","Richmond City",52798
"G5107700","1900","Virginia","510","Roanoke City","7700","Roanoke City",15654
"G5107900","1900","Virginia","510","Staunton City","7900","Staunton City",5456
"G5108300","1900","Virginia","510","Williamsburg City","8300","Williamsburg City",1366
"G5108400","1900","Virginia","510","Winchester City","8400","Winchester City",4056
"G5300010","1900","Washington","530","Adams","0010","Adams",4813
"G5300030","1900","Washington","530","Asotin","0030","Asotin",3364
"G5300055","1900","Washington","530","Chehalis","0055","Chehalis",14714
"G5300070","1900","Washington","530","Chelan","0070","Chelan",3744
"G5300090","1900","Washington","530","Clallam","0090","Clallam",4854
"G5300110","1900","Washington","530","Clark","0110","Clark",13337
"G5300130","1900","Washington","530","Columbia","0130","Columbia",7050
"G5300150","1900","Washington","530","Cowlitz","0150","Cowlitz",7802
"G5300170","1900","Washington","530","Douglas","0170","Douglas",4861
"G5300190","1900","Washington","530","Ferry","0190","Ferry",3820
"G5300210","1900","Washington","530","Franklin","0210","Franklin",453
"G5300230","1900","Washington","530","Garfield","0230","Garfield",3905
"G5300290","1900","Washington","530","Island","0290","Island",1773
"G5300310","1900","Washington","530","Jefferson","0310","Jefferson",5230
"G5300330","1900","Washington","530","King","0330","King",105445
"G5300350","1900","Washington","530","Kitsap","0350","Kitsap",6201
"G5300370","1900","Washington","530","Kittitas","0370","Kittitas",9168
"G5300390","1900","Washington","530","Klikatat","0390","Klikatat",6217
"G5300410","1900","Washington","530","Lewis","0410","Lewis",15018
"G5300430","1900","Washington","530","Lincoln","0430","Lincoln",11853
"G5300450","1900","Washington","530","Mason","0450","Mason",3534
"G5300470","1900","Washington","530","Okanogan","0470","Okanogan",3796
"G5300490","1900","Washington","530","Pacific","0490","Pacific",5688
"G5300530","1900","Washington","530","Pierce","0530","Pierce",53618
"G5300550","1900","Washington","530","San Juan","0550","San Juan",2609
"G5300570","1900","Washington","530","Skagit","0570","Skagit",13436
"G5300590","1900","Washington","530","Skamania","0590","Skamania",1607
"G5300610","1900","Washington","530","Snohomish","0610","Snohomish",22992
"G5300630","1900","Washington","530","Spokane","0630","Spokane",56185
"G5300650","1900","Washington","530","Stevens","0650","Stevens",9584
"G5300670","1900","Washington","530","Thurston","0670","Thurston",9717
"G5300690","1900","Washington","530","Wahkiakum","0690","Wahkiakum",2645
"G5300710","1900","Washington","530","Walla Walla","0710","Walla Walla",18109
"G5300730","1900","Washington","530","Whatcom","0730","Whatcom",22512
"G5300750","1900","Washington","530","Whitman","0750","Whitman",25160
"G5300770","1900","Washington","530","Yakima","0770","Yakima",11490
"G5309015","1900","Washington","530","Colville Indian Reservation","9015","Colville Indian Reservation",
"G5309035","1900","Washington","530","Lummi Indian Reservation","9035","Lummi Indian Reservation",
"G5309055","1900","Washington","530","Makah Indian Reservation","9055","Makah Indian Reservation",
"G5309075","1900","Washington","530","Muckleshoot Indian Reservation","9075","Muckleshoot Indian Reservation",
"G5309095","1900","Washington","530","Queniult Indian Reservation","9095","Queniult Indian Reservation",
"G5309115","1900","Washington","530","Swinomish Indian Reservation","9115","Swinomish Indian Reservation",
"G5309135","1900","Washington","530","Tulalip Indian Reservation","9135","Tulalip Indian Reservation",
"G5309155","1900","Washington","530","Yakima Indian Reservation","9155","Yakima Indian Reservation",
"G5400010","1900","West Virginia","540","Barbour","0010","Barbour",13390
"G5400030","1900","West Virginia","540","Berkeley","0030","Berkeley",17704
"G5400050","1900","West Virginia","540","Boone","0050","Boone",8059
"G5400070","1900","West Virginia","540","Braxton","0070","Braxton",18717
"G5400090","1900","West Virginia","540","Brooke","0090","Brooke",7079
"G5400110","1900","West Virginia","540","Cabell","0110","Cabell",27713
"G5400130","1900","West Virginia","540","Calhoun","0130","Calhoun",10183
"G5400150","1900","West Virginia","540","Clay","0150","Clay",8230
"G5400170","1900","West Virginia","540","Doddridge","0170","Doddridge",13663
"G5400190","1900","West Virginia","540","Fayette","0190","Fayette",26130
"G5400210","1900","West Virginia","540","Gilmer","0210","Gilmer",11726
"G5400230","1900","West Virginia","540","Grant","0230","Grant",7023
"G5400250","1900","West Virginia","540","Greenbrier","0250","Greenbrier",18854
"G5400270","1900","West Virginia","540","Hampshire","0270","Hampshire",11344
"G5400290","1900","West Virginia","540","Hancock","0290","Hancock",6646
"G5400310","1900","West Virginia","540","Hardy","0310","Hardy",7992
"G5400330","1900","West Virginia","540","Harrison","0330","Harrison",26435
"G5400350","1900","West Virginia","540","Jackson","0350","Jackson",22872
"G5400370","1900","West Virginia","540","Jefferson","0370","Jefferson",11994
"G5400390","1900","West Virginia","540","Kanawha","0390","Kanawha",50711
"G5400410","1900","West Virginia","540","Lewis","0410","Lewis",16792
"G5400430","1900","West Virginia","540","Lincoln","0430","Lincoln",15371
"G5400450","1900","West Virginia","540","Logan","0450","Logan",6894
"G5400470","1900","West Virginia","540","McDowell","0470","Mcdowell",12778
"G5400490","1900","West Virginia","540","Marion","0490","Marion",31942
"G5400510","1900","West Virginia","540","Marshall","0510","Marshall",25941
"G5400530","1900","West Virginia","540","Mason","0530","Mason",23604
"G5400550","1900","West Virginia","540","Mercer","0550","Mercer",20119
"G5400570","1900","West Virginia","540","Mineral","0570","Mineral",12218
"G5400590","1900","West Virginia","540","Mingo","0590","Mingo",11050
"G5400610","1900","West Virginia","540","Monongalia","0610","Monongalia",18747
"G5400630","1900","West Virginia","540","Monroe","0630","Monroe",12300
"G5400650","1900","West Virginia","540","Morgan","0650","Morgan",7074
"G5400670","1900","West Virginia","540","Nicholas","0670","Nicholas",11384
"G5400690","1900","West Virginia","540","Ohio","0690","Ohio",46765
"G5400710","1900","West Virginia","540","Pendleton","0710","Pendleton",9044
"G5400730","1900","West Virginia","540","Pleasants","0730","Pleasants",9335
"G5400750","1900","West Virginia","540","Pocahontas","0750","Pocahontas",7947
"G5400770","1900","West Virginia","540","Preston","0770","Preston",22565
"G5400790","1900","West Virginia","540","Putnam","0790","Putnam",16951
"G5400810","1900","West Virginia","540","Raleigh","0810","Raleigh",12076
"G5400830","1900","West Virginia","540","Randolph","0830","Randolph",17149
"G5400850","1900","West Virginia","540","Ritchie","0850","Ritchie",18875
"G5400870","1900","West Virginia","540","Roane","0870","Roane",19820
"G5400890","1900","West Virginia","540","Summers","0890","Summers",15149
"G5400910","1900","West Virginia","540","Taylor","0910","Taylor",14553
"G5400930","1900","West Virginia","540","Tucker","0930","Tucker",13077
"G5400950","1900","West Virginia","540","Tyler","0950","Tyler",18153
"G5400970","1900","West Virginia","540","Upshur","0970","Upshur",14473
"G5400990","1900","West Virginia","540","Wayne","0990","Wayne",23298
"G5401010","1900","West Virginia","540","Webster","1010","Webster",8850
"G5401030","1900","West Virginia","540","Wetzel","1030","Wetzel",22440
"G5401050","1900","West Virginia","540","Wirt","1050","Wirt",10220
"G5401070","1900","West Virginia","540","Wood","1070","Wood",33528
"G5401090","1900","West Virginia","540","Wyoming","1090","Wyoming",8286
"G5500010","1900","Wisconsin","550","Adams","0010","Adams",9080
"G5500030","1900","Wisconsin","550","Ashland","0030","Ashland",19270
"G5500050","1900","Wisconsin","550","Barron","0050","Barron",23650
"G5500070","1900","Wisconsin","550","Bayfield","0070","Bayfield",13887
"G5500090","1900","Wisconsin","550","Brown","0090","Brown",45597
"G5500110","1900","Wisconsin","550","Buffalo","0110","Buffalo",16764
"G5500130","1900","Wisconsin","550","Burnett","0130","Burnett",7319
"G5500150","1900","Wisconsin","550","Calumet","0150","Calumet",16788
"G5500170","1900","Wisconsin","550","Chippewa","0170","Chippewa",32924
"G5500190","1900","Wisconsin","550","Clark","0190","Clark",25796
