GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLOCKA,BLCK_GRPA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,ZIPA,AREANAME,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015
"G4100270","1980","4","9","Oregon","41",,"Hood River","027",,,,,,,,,,,,,"HOOD RIVER COUNTY",14485,39,158,0,0,230,18,1,8,18,2,20,0,0,856
"G4100290","1980","4","9","Oregon","41","4890","Jackson","029",,,,,,,,,,,,,"JACKSON COUNTY",128093,173,1152,16,21,186,164,123,97,54,73,72,22,7,2203
"G4100310","1980","4","9","Oregon","41",,"Jefferson","031",,,,,,,,,,,,,"JEFFERSON COUNTY",8999,35,1987,0,3,3,3,4,8,4,15,5,0,4,529
"G4100330","1980","4","9","Oregon","41",,"Josephine","033",,,,,,,,,,,,,"JOSEPHINE COUNTY",57642,48,580,12,5,62,40,21,28,18,16,29,2,2,350
"G4100350","1980","4","9","Oregon","41",,"Klamath","035",,,,,,,,,,,,,"KLAMATH COUNTY",55633,344,1905,13,6,80,83,61,22,23,71,18,8,5,845
"G4100370","1980","4","9","Oregon","41",,"Lake","037",,,,,,,,,,,,,"LAKE COUNTY",7325,3,80,2,1,4,1,12,6,0,25,0,6,0,67
"G4100390","1980","4","9","Oregon","41","2400","Lane","039",,,,,,,,,,,,,"LANE COUNTY",264599,1618,2382,43,46,796,789,278,383,203,204,177,60,29,3619
"G4100410","1980","4","9","Oregon","41",,"Lincoln","041",,,,,,,,,,,,,"LINCOLN COUNTY",34323,44,528,5,5,34,29,12,26,22,14,16,1,5,200
"G4100430","1980","4","9","Oregon","41",,"Linn","043",,,,,,,,,,,,,"LINN COUNTY",87296,135,723,11,8,78,107,58,112,22,49,35,12,1,848
"G4100450","1980","4","9","Oregon","41",,"Malheur","045",,,,,,,,,,,,,"MALHEUR COUNTY",23133,77,134,0,0,726,33,10,27,10,12,6,0,0,2728
"G4100470","1980","4","9","Oregon","41","7080","Marion","047",,,,,,,,,,,,,"MARION COUNTY",193250,1258,1923,37,17,328,307,298,159,112,612,122,16,21,6232
"G4100490","1980","4","9","Oregon","41",,"Morrow","049",,,,,,,,,,,,,"MORROW COUNTY",7188,11,41,0,0,8,3,3,8,1,0,0,0,0,256
"G4100510","1980","4","9","Oregon","41","6440","Multnomah","051",,,,,,,,,,,,,"MULTNOMAH COUNTY",504113,29844,4819,111,68,2921,4012,1682,1250,584,3122,363,134,95,9522
"G4100530","1980","4","9","Oregon","41","7080","Polk","053",,,,,,,,,,,,,"POLK COUNTY",43152,164,504,35,3,72,29,29,54,14,15,15,14,1,1102
"G4100550","1980","4","9","Oregon","41",,"Sherman","055",,,,,,,,,,,,,"SHERMAN COUNTY",2143,3,5,0,0,5,3,3,0,0,0,0,0,0,10
"G4100570","1980","4","9","Oregon","41",,"Tillamook","057",,,,,,,,,,,,,"TILLAMOOK COUNTY",20732,35,183,4,7,24,22,11,13,7,0,16,1,3,106
"G4100590","1980","4","9","Oregon","41",,"Umatilla","059",,,,,,,,,,,,,"UMATILLA COUNTY",54955,134,1488,10,2,64,73,57,36,20,51,18,12,0,1941
"G4100610","1980","4","9","Oregon","41",,"Union","061",,,,,,,,,,,,,"UNION COUNTY",23354,104,169,0,1,32,13,5,29,6,6,11,2,2,187
"G4100630","1980","4","9","Oregon","41",,"Wallowa","063",,,,,,,,,,,,,"WALLOWA COUNTY",7220,5,24,0,0,0,2,3,3,0,0,0,0,0,16
"G4100650","1980","4","9","Oregon","41",,"Wasco","065",,,,,,,,,,,,,"WASCO COUNTY",20676,65,614,0,3,26,20,19,12,5,23,9,0,0,260
"G4100670","1980","4","9","Oregon","41","6440","Washington","067",,,,,,,,,,,,,"WASHINGTON COUNTY",233622,1091,1035,31,21,1094,876,695,1165,364,709,183,34,18,4870
"G4100690","1980","4","9","Oregon","41",,"Wheeler","069",,,,,,,,,,,,,"WHEELER COUNTY",1503,0,4,0,0,1,0,0,1,0,0,0,0,0,4
"G4100710","1980","4","9","Oregon","41",,"Yamhill","071",,,,,,,,,,,,,"YAMHILL COUNTY",53083,136,413,10,1,82,55,41,58,22,95,37,1,5,1293
"G4200010","1980","1","2","Pennsylvania","42","9280","Adams","001",,,,,,,,,,,,,"ADAMS COUNTY",67077,705,45,2,0,22,25,45,39,12,44,3,2,0,271
"G4200030","1980","1","2","Pennsylvania","42","6280","Allegheny","003",,,,,,,,,,,,,"ALLEGHENY COUNTY",1286603,150246,975,21,7,608,1996,715,981,2669,618,114,20,16,4496
"G4200050","1980","1","2","Pennsylvania","42",,"Armstrong","005",,,,,,,,,,,,,"ARMSTRONG COUNTY",76869,713,28,0,0,7,0,18,24,15,2,1,4,1,86
"G4200070","1980","1","2","Pennsylvania","42","6280","Beaver","007",,,,,,,,,,,,,"BEAVER COUNTY",192145,11393,125,4,0,27,102,48,78,105,32,8,7,2,365
"G4200090","1980","1","2","Pennsylvania","42",,"Bedford","009",,,,,,,,,,,,,"BEDFORD COUNTY",46523,154,24,0,0,14,4,22,8,5,0,0,0,0,30
"G4200110","1980","1","2","Pennsylvania","42","6680","Berks","011",,,,,,,,,,,,,"BERKS COUNTY",297637,7722,159,1,4,107,141,109,231,336,308,6,7,2,5739
"G4200130","1980","1","2","Pennsylvania","42","0280","Blair","013",,,,,,,,,,,,,"BLAIR COUNTY",135189,956,71,0,1,28,24,21,40,97,27,3,3,0,161
"G4200150","1980","1","2","Pennsylvania","42",,"Bradford","015",,,,,,,,,,,,,"BRADFORD COUNTY",62590,83,63,1,0,10,11,17,20,52,6,1,0,2,63
"G4200170","1980","1","2","Pennsylvania","42","6160","Bucks","017",,,,,,,,"77",,,,,"BUCKS COUNTY",460493,11950,479,15,5,269,537,603,907,864,342,35,11,4,2697
"G4200190","1980","1","2","Pennsylvania","42",,"Butler","019",,,,,,,,,,,,,"BUTLER COUNTY",146518,731,89,1,0,37,38,81,50,86,71,5,2,5,198
"G4200210","1980","1","2","Pennsylvania","42","3680","Cambria","021",,,,,,,,,,,,,"CAMBRIA COUNTY",179132,3398,91,2,1,17,54,59,54,142,42,14,1,0,256
"G4200230","1980","1","2","Pennsylvania","42",,"Cameron","023",,,,,,,,,,,,,"CAMERON COUNTY",6640,6,23,0,0,1,0,0,0,1,0,0,0,0,3
"G4200250","1980","1","2","Pennsylvania","42","0240","Carbon","025",,,,,,,,,,,,,"CARBON COUNTY",53067,30,12,0,0,5,22,30,9,24,11,6,0,0,69
"G4200270","1980","1","2","Pennsylvania","42","8050","Centre","027",,,,,,,,,,,,,"CENTRE COUNTY",109340,1468,104,6,3,161,370,77,207,289,85,3,5,4,638
"G4200290","1980","1","2","Pennsylvania","42","6160","Chester","029",,,,,,,,"77",,,,,"CHESTER COUNTY",288302,23085,242,11,10,146,394,178,295,451,283,22,11,7,3223
"G4200310","1980","1","2","Pennsylvania","42",,"Clarion","031",,,,,,,,,,,,,"CLARION COUNTY",42930,246,35,1,0,13,14,2,15,26,8,0,0,0,72
"G4200330","1980","1","2","Pennsylvania","42",,"Clearfield","033",,,,,,,,,,,,,"CLEARFIELD COUNTY",83162,165,57,0,0,16,11,27,40,41,0,1,5,0,53
"G4200350","1980","1","2","Pennsylvania","42",,"Clinton","035",,,,,,,,,,,,,"CLINTON COUNTY",38718,129,26,0,0,10,15,8,3,18,5,2,0,1,36
"G4200370","1980","1","2","Pennsylvania","42",,"Columbia","037",,,,,,,,,,,,,"COLUMBIA COUNTY",61493,198,20,1,0,23,13,36,20,66,26,0,1,0,70
"G4200390","1980","1","2","Pennsylvania","42",,"Crawford","039",,,,,,,,,,,,,"CRAWFORD COUNTY",87376,1091,110,5,0,19,30,35,42,46,6,8,0,0,101
"G4200410","1980","1","2","Pennsylvania","42","3240","Cumberland","041",,,,,,,,,,,,,"CUMBERLAND COUNTY",174166,2457,124,6,1,96,147,102,287,347,309,12,3,1,483
"G4200430","1980","1","2","Pennsylvania","42","3240","Dauphin","043",,,,,,,,,,,,,"DAUPHIN COUNTY",197463,31275,217,6,3,99,158,73,141,352,539,24,0,5,1962
"G4200450","1980","1","2","Pennsylvania","42","6160","Delaware","045",,,,,,,,"77",,,,,"DELAWARE COUNTY",498447,49989,370,5,4,389,762,453,1104,1074,391,34,8,5,1972
"G4200470","1980","1","2","Pennsylvania","42",,"Elk","047",,,,,,,,,,,,,"ELK COUNTY",38219,13,19,0,0,7,17,8,8,16,3,1,0,0,27
"G4200490","1980","1","2","Pennsylvania","42","2360","Erie","049",,,,,,,,,,,,,"ERIE COUNTY",264959,12414,326,2,4,57,175,117,180,239,190,13,3,0,1101
"G4200510","1980","1","2","Pennsylvania","42",,"Fayette","051",,,,,,,,,,,,,"FAYETTE COUNTY",152891,6041,109,1,3,19,27,57,53,53,32,7,0,1,123
"G4200530","1980","1","2","Pennsylvania","42",,"Forest","053",,,,,,,,,,,,,"FOREST COUNTY",5033,11,13,0,0,2,0,0,3,2,0,0,0,0,8
"G4200550","1980","1","2","Pennsylvania","42",,"Franklin","055",,,,,,,,,,,,,"FRANKLIN COUNTY",110755,2086,78,1,0,48,22,63,107,49,58,6,4,0,352
"G4200570","1980","1","2","Pennsylvania","42",,"Fulton","057",,,,,,,,,,,,,"FULTON COUNTY",12716,96,10,0,3,1,0,1,2,2,1,1,0,0,9
"G4200590","1980","1","2","Pennsylvania","42",,"Greene","059",,,,,,,,,,,,,"GREENE COUNTY",40027,316,51,1,0,4,9,12,1,18,6,7,0,0,24
"G4200610","1980","1","2","Pennsylvania","42",,"Huntingdon","061",,,,,,,,,,,,,"HUNTINGDON COUNTY",41125,969,40,0,0,13,7,7,9,15,1,1,0,0,66
"G4200630","1980","1","2","Pennsylvania","42",,"Indiana","063",,,,,,,,,,,,,"INDIANA COUNTY",90908,952,43,0,1,25,49,25,35,50,30,0,1,0,162
"G4200650","1980","1","2","Pennsylvania","42",,"Jefferson","065",,,,,,,,,,,,,"JEFFERSON COUNTY",48112,37,24,0,0,4,12,15,10,22,6,1,0,0,60
"G4200670","1980","1","2","Pennsylvania","42",,"Juniata","067",,,,,,,,,,,,,"JUNIATA COUNTY",19125,17,8,0,0,0,1,1,1,2,4,0,0,1,28
"G4200690","1980","1","2","Pennsylvania","42","5745","Lackawanna","069",,,,,,,,,,,,,"LACKAWANNA COUNTY",225619,1109,68,0,0,47,109,55,136,337,75,5,0,1,347
"G4200710","1980","1","2","Pennsylvania","42","4000","Lancaster","071",,,,,,,,,,,,,"LANCASTER COUNTY",347282,6972,275,2,2,103,249,74,219,244,1272,18,5,2,5627
"G4200730","1980","1","2","Pennsylvania","42",,"Lawrence","073",,,,,,,,,,,,,"LAWRENCE COUNTY",103720,3042,41,2,2,16,15,35,43,49,9,1,6,0,169
"G4200750","1980","1","2","Pennsylvania","42",,"Lebanon","075",,,,,,,,,,,,,"LEBANON COUNTY",106749,462,50,1,4,29,42,60,76,81,243,4,1,0,780
"G4200770","1980","1","2","Pennsylvania","42","0240","Lehigh","077",,,,,,,,,,,,,"LEHIGH COUNTY",262974,4134,145,2,0,102,291,117,251,428,248,12,0,0,3645
"G4200790","1980","1","2","Pennsylvania","42","5745","Luzerne","079",,,,,,,,,,,,,"LUZERNE COUNTY",339369,2311,143,2,2,93,87,93,128,242,168,19,11,0,411
"G4200810","1980","1","2","Pennsylvania","42","9140","Lycoming","081",,,,,,,,,,,,,"LYCOMING COUNTY",116063,1749,89,2,0,22,64,54,63,77,36,4,0,1,192
"G4200830","1980","1","2","Pennsylvania","42",,"McKean","083",,,,,,,,,,,,,"MCKEAN COUNTY",50299,96,92,0,0,8,26,11,20,34,14,1,0,0,34
"G4200850","1980","1","2","Pennsylvania","42","7610","Mercer","085",,,,,,,,,,,,,"MERCER COUNTY",122358,5447,87,2,5,26,53,37,46,46,15,9,5,5,158
"G4200870","1980","1","2","Pennsylvania","42",,"Mifflin","087",,,,,,,,,,,,,"MIFFLIN COUNTY",46714,96,18,0,7,6,3,7,10,15,2,0,0,0,30
"G4200890","1980","1","2","Pennsylvania","42","5745","Monroe","089",,,,,,,,,,,,,"MONROE COUNTY",67944,982,46,2,0,16,36,18,73,66,30,7,0,4,185
"G4200910","1980","1","2","Pennsylvania","42","6160","Montgomery","091",,,,,,,,"77",,,,,"MONTGOMERY COUNTY",602543,30864,475,6,5,542,1284,587,2639,1576,744,36,9,21,2290
"G4200930","1980","1","2","Pennsylvania","42",,"Montour","093",,,,,,,,,,,,,"MONTOUR COUNTY",16537,21,14,0,0,1,5,28,10,36,3,0,0,0,20
"G4200950","1980","1","2","Pennsylvania","42","0240","Northampton","095",,,,,,,,,,,,,"NORTHAMPTON COUNTY",217303,3974,108,2,2,89,224,92,146,337,271,6,3,3,2858
"G4200970","1980","1","2","Pennsylvania","42",,"Northumberland","097",,,,,,,,,,,,,"NORTHUMBERLAND COUNTY",99956,162,44,1,1,20,4,25,16,26,29,1,4,0,92
"G4200990","1980","1","2","Pennsylvania","42","3240","Perry","099",,,,,,,,,,,,,"PERRY COUNTY",35607,28,15,0,0,9,2,2,7,11,1,0,0,0,36
"G4201010","1980","1","2","Pennsylvania","42","6160","Philadelphia","101",,,,,,,,"77",,,,,"PHILADELPHIA COUNTY",983084,638878,2271,20,34,891,4987,3480,2904,3074,2038,306,35,49,46159
"G4201030","1980","1","2","Pennsylvania","42",,"Pike","103",,,,,,,,,,,,,"PIKE COUNTY",18103,55,18,0,0,12,11,3,9,4,1,0,0,0,55
"G4201050","1980","1","2","Pennsylvania","42",,"Potter","105",,,,,,,,,,,,,"POTTER COUNTY",17604,30,27,0,0,7,7,8,5,9,2,0,0,0,27
"G4201070","1980","1","2","Pennsylvania","42",,"Schuylkill","107",,,,,,,,,,,,,"SCHUYLKILL COUNTY",159776,310,67,4,0,21,70,25,86,77,38,1,0,0,155
"G4201090","1980","1","2","Pennsylvania","42",,"Snyder","109",,,,,,,,,,,,,"SNYDER COUNTY",33316,145,24,1,0,5,2,2,7,15,19,1,0,0,47
"G4201110","1980","1","2","Pennsylvania","42","3680","Somerset","111",,,,,,,,,,,,,"SOMERSET COUNTY",81024,57,30,1,0,7,30,20,8,15,8,0,1,0,42
"G4201130","1980","1","2","Pennsylvania","42",,"Sullivan","113",,,,,,,,,,,,,"SULLIVAN COUNTY",6290,40,6,0,0,2,0,0,0,1,0,0,0,0,10
"G4201150","1980","1","2","Pennsylvania","42","0960","Susquehanna","115",,,,,,,,,,,,,"SUSQUEHANNA COUNTY",37693,46,44,0,0,7,2,6,12,22,1,1,1,0,41
"G4201170","1980","1","2","Pennsylvania","42",,"Tioga","117",,,,,,,,,,,,,"TIOGA COUNTY",40662,177,26,1,0,8,1,5,21,9,2,2,3,0,56
"G4201190","1980","1","2","Pennsylvania","42",,"Union","119",,,,,,,,,,,,,"UNION COUNTY",31685,919,27,0,0,13,24,13,21,15,17,4,0,2,130
"G4201210","1980","1","2","Pennsylvania","42",,"Venango","121",,,,,,,,,,,,,"VENANGO COUNTY",63875,316,47,1,0,21,0,11,19,45,54,4,1,0,50
"G4201230","1980","1","2","Pennsylvania","42",,"Warren","123",,,,,,,,,,,,,"WARREN COUNTY",47201,47,65,1,0,11,10,11,20,44,3,0,0,0,36
"G4201250","1980","1","2","Pennsylvania","42","6280","Washington","125",,,,,,,,,,,,,"WASHINGTON COUNTY",208710,7525,125,5,8,40,43,64,95,95,21,18,0,1,324
"G4201270","1980","1","2","Pennsylvania","42",,"Wayne","127",,,,,,,,,,,,,"WAYNE COUNTY",35057,82,23,1,0,6,3,5,16,14,4,0,0,1,25
"G4201290","1980","1","2","Pennsylvania","42","6280","Westmoreland","129",,,,,,,,,,,,,"WESTMORELAND COUNTY",384011,6439,240,0,8,93,271,156,171,298,129,11,6,3,458
"G4201310","1980","1","2","Pennsylvania","42",,"Wyoming","131",,,,,,,,,,,,,"WYOMING COUNTY",26291,74,6,0,0,6,4,2,13,11,1,0,1,0,24
"G4201330","1980","1","2","Pennsylvania","42","9280","York","133",,,,,,,,,,,,,"YORK COUNTY",301151,9079,213,1,3,82,148,96,208,273,273,16,15,1,1404
"G4400010","1980","1","1","Rhode Island","44",,"Bristol","001",,,,,,,,,,,,,"BRISTOL COUNTY",46413,117,39,0,0,14,81,35,24,20,13,1,2,0,183
"G4400030","1980","1","1","Rhode Island","44",,"Kent","003",,,,,,,,,,,,,"KENT COUNTY",152458,605,143,2,0,54,184,159,97,136,8,10,0,0,307
"G4400050","1980","1","1","Rhode Island","44",,"Newport","005",,,,,,,,,,,,,"NEWPORT COUNTY",76730,3012,277,2,3,63,61,423,67,26,16,16,14,1,672
"G4400070","1980","1","1","Rhode Island","44",,"Providence","007",,,,,,,,,,,,,"PROVIDENCE COUNTY",530459,23056,1542,5,6,275,1179,504,352,529,251,39,35,11,13106
"G4400090","1980","1","1","Rhode Island","44",,"Washington","009",,,,,,,,,,,,,"WASHINGTON COUNTY",90632,794,871,5,3,68,213,97,52,140,26,5,0,2,409
"G4500010","1980","3","5","South Carolina","45",,"Abbeville","001",,,,,,,,,,,,,"ABBEVILLE COUNTY",15103,7456,14,0,0,11,4,6,4,8,0,2,1,0,18
"G4500030","1980","3","5","South Carolina","45","0600","Aiken","003",,,,,,,,,,,,,"AIKEN COUNTY",78965,26152,117,0,0,23,38,9,29,58,31,18,2,1,182
"G4500050","1980","3","5","South Carolina","45",,"Allendale","005",,,,,,,,,,,,,"ALLENDALE COUNTY",3951,6690,4,0,0,6,12,0,2,10,0,1,0,0,24
"G4500070","1980","3","5","South Carolina","45","0405","Anderson","007",,,,,,,,,,,,,"ANDERSON COUNTY",109823,22895,109,4,0,23,42,23,36,65,52,8,0,1,154
"G4500090","1980","3","5","South Carolina","45",,"Bamberg","009",,,,,,,,,,,,,"BAMBERG COUNTY",7696,10371,6,0,0,2,3,0,2,27,4,0,0,0,7
"G4500110","1980","3","5","South Carolina","45",,"Barnwell","011",,,,,,,,,,,,,"BARNWELL COUNTY",11564,8236,21,0,0,1,1,7,1,11,0,1,0,0,25
"G4500130","1980","3","5","South Carolina","45",,"Beaufort","013",,,,,,,,,,,,,"BEAUFORT COUNTY",42454,21504,126,2,1,112,29,144,18,54,14,32,22,19,833
"G4500150","1980","3","5","South Carolina","45","1440","Berkeley","015",,,,,,,,,,,,,"BERKELEY COUNTY",68741,23362,170,1,1,104,41,1513,20,39,45,18,14,2,656
"G4500170","1980","3","5","South Carolina","45",,"Calhoun","017",,,,,,,,,,,,,"CALHOUN COUNTY",5484,6702,1,0,0,2,0,2,2,0,0,6,0,0,7
"G4500190","1980","3","5","South Carolina","45","1440","Charleston","019",,,,,,,,,,,,,"CHARLESTON COUNTY",178132,95251,394,12,5,179,172,993,145,157,170,53,15,8,1288
"G4500210","1980","3","5","South Carolina","45",,"Cherokee","021",,,,,,,,,,,,,"CHEROKEE COUNTY",32800,7988,37,1,0,41,0,0,5,35,2,2,0,0,72
"G4500230","1980","3","5","South Carolina","45",,"Chester","023",,,,,,,,,,,,,"CHESTER COUNTY",18455,11630,27,0,0,2,0,1,8,17,2,1,0,0,5
"G4500250","1980","3","5","South Carolina","45",,"Chesterfield","025",,,,,,,,,,,,,"CHESTERFIELD COUNTY",25641,12456,37,0,0,2,1,6,0,1,0,3,0,0,14
"G4500270","1980","3","5","South Carolina","45",,"Clarendon","027",,,,,,,,,,,,,"CLARENDON COUNTY",11650,15778,5,0,0,1,0,0,2,12,7,3,0,0,6
"G4500290","1980","3","5","South Carolina","45",,"Colleton","029",,,,,,,,,,,,,"COLLETON COUNTY",17141,14436,147,0,0,6,2,3,4,2,10,6,0,0,19
"G4500310","1980","3","5","South Carolina","45",,"Darlington","031",,,,,,,,,,,,,"DARLINGTON COUNTY",37448,25152,16,0,0,6,0,3,3,20,3,2,3,0,61
"G4500330","1980","3","5","South Carolina","45",,"Dillon","033",,,,,,,,,,,,,"DILLON COUNTY",17570,13018,412,0,0,7,0,23,3,32,1,5,0,0,12
"G4500350","1980","3","5","South Carolina","45","1440","Dorchester","035",,,,,,,,,,,,,"DORCHESTER COUNTY",43010,14865,375,4,0,67,25,165,21,31,17,6,4,0,171
"G4500370","1980","3","5","South Carolina","45",,"Edgefield","037",,,,,,,,,,,,,"EDGEFIELD COUNTY",8753,8725,15,0,0,3,9,1,1,0,0,1,0,0,20
"G4500390","1980","3","5","South Carolina","45",,"Fairfield","039",,,,,,,,,,,,,"FAIRFIELD COUNTY",8580,12083,9,0,0,4,2,0,1,1,0,1,0,0,19
"G4500410","1980","3","5","South Carolina","45","2655","Florence","041",,,,,,,,,,,,,"FLORENCE COUNTY",68508,41306,96,1,0,9,22,20,44,23,7,14,0,0,113
"G4500430","1980","3","5","South Carolina","45",,"Georgetown","043",,,,,,,,,,,,,"GEORGETOWN COUNTY",23332,19030,20,0,0,8,1,16,10,5,0,4,1,0,34
"G4500450","1980","3","5","South Carolina","45","3160","Greenville","045",,,,,,,,,,,,,"GREENVILLE COUNTY",235210,50842,277,4,4,94,163,64,59,326,113,41,15,3,698
"G4500470","1980","3","5","South Carolina","45",,"Greenwood","047",,,,,,,,,,,,,"GREENWOOD COUNTY",40904,16714,38,0,1,8,14,14,20,32,21,13,0,1,67
"G4500490","1980","3","5","South Carolina","45",,"Hampton","049",,,,,,,,,,,,,"HAMPTON COUNTY",8577,9545,5,2,0,8,0,0,0,1,0,5,0,0,16
"G4500510","1980","3","5","South Carolina","45",,"Horry","051",,,,,,,,,,,,,"HORRY COUNTY",78185,22443,110,3,2,72,53,86,37,27,57,10,6,2,326
"G4500530","1980","3","5","South Carolina","45",,"Jasper","053",,,,,,,,,,,,,"JASPER COUNTY",6176,8289,13,0,1,6,2,0,0,2,0,0,1,0,14
"G4500550","1980","3","5","South Carolina","45",,"Kershaw","055",,,,,,,,,,,,,"KERSHAW COUNTY",26734,12163,22,0,1,13,6,3,10,5,3,4,0,0,51
"G4500570","1980","3","5","South Carolina","45",,"Lancaster","057",,,,,,,,,,,,,"LANCASTER COUNTY",40317,12923,47,0,1,8,4,4,8,13,0,4,0,0,32
"G4500590","1980","3","5","South Carolina","45",,"Laurens","059",,,,,,,,,,,,,"LAURENS COUNTY",36956,15165,26,0,1,14,11,2,5,5,4,3,0,0,22
"G4500610","1980","3","5","South Carolina","45",,"Lee","061",,,,,,,,,,,,,"LEE COUNTY",7320,11586,12,0,0,0,0,0,1,7,0,1,1,0,1
"G4500630","1980","3","5","South Carolina","45","1760","Lexington","063",,,,,,,,,,,,,"LEXINGTON COUNTY",125463,13856,188,4,0,44,154,54,63,238,76,9,0,1,203
"G4500650","1980","3","5","South Carolina","45",,"McCormick","065",,,,,,,,,,,,,"MCCORMICK COUNTY",3044,4729,12,0,0,2,0,0,0,3,0,1,0,0,6
"G4500670","1980","3","5","South Carolina","45",,"Marion","067",,,,,,,,,,,,,"MARION COUNTY",16276,17775,53,0,0,6,4,4,4,28,0,2,0,1,26
"G4500690","1980","3","5","South Carolina","45",,"Marlboro","069",,,,,,,,,,,,,"MARLBORO COUNTY",16462,14649,487,2,0,2,0,0,6,12,1,4,0,0,9
"G4500710","1980","3","5","South Carolina","45",,"Newberry","071",,,,,,,,,,,,,"NEWBERRY COUNTY",21272,9884,18,0,0,5,1,3,3,13,17,0,1,0,25
"G4500730","1980","3","5","South Carolina","45",,"Oconee","073",,,,,,,,,,,,,"OCONEE COUNTY",43656,4837,43,0,0,9,1,5,8,4,7,3,1,0,37
"G4500750","1980","3","5","South Carolina","45",,"Orangeburg","075",,,,,,,,,,,,,"ORANGEBURG COUNTY",35775,46082,148,0,2,47,39,17,3,73,7,8,3,0,72
"G4500770","1980","3","5","South Carolina","45","3160","Pickens","077",,,,,,,,,,,,,"PICKENS COUNTY",72974,5849,73,3,1,29,87,15,42,66,7,9,2,4,131
"G4500790","1980","3","5","South Carolina","45","1760","Richland","079",,,,,,,,,,,,,"RICHLAND COUNTY",161130,104050,408,23,0,269,326,270,606,317,260,88,67,28,1893
"G4500810","1980","3","5","South Carolina","45",,"Saluda","081",,,,,,,,,,,,,"SALUDA COUNTY",10424,5702,4,1,0,6,0,5,1,0,0,1,0,0,6
"G4500830","1980","3","5","South Carolina","45","3160","Spartanburg","083",,,,,,,,,,,,,"SPARTANBURG COUNTY",159872,40870,136,0,0,45,59,43,53,268,52,13,5,2,443
"G4500850","1980","3","5","South Carolina","45",,"Sumter","085",,,,,,,,,,,,,"SUMTER COUNTY",48277,38966,101,0,1,89,41,155,62,56,31,19,13,1,431
"G4500870","1980","3","5","South Carolina","45",,"Union","087",,,,,,,,,,,,,"UNION COUNTY",21627,9057,24,0,0,3,3,4,1,17,0,1,8,0,6
"G4500890","1980","3","5","South Carolina","45",,"Williamsburg","089",,,,,,,,,,,,,"WILLIAMSBURG COUNTY",14374,23806,11,0,0,3,0,0,4,8,0,7,0,0,13
"G4500910","1980","3","5","South Carolina","45","6885","York","091",,,,,,,,,,,,,"YORK COUNTY",81418,23755,1251,3,0,14,32,13,33,23,51,6,4,3,114
"G4600030","1980","2","4","South Dakota","46",,"Aurora","003",,,,,,,,,,,,,"AURORA COUNTY",3597,1,22,0,0,0,0,1,0,0,0,0,0,0,7
"G4600050","1980","2","4","South Dakota","46",,"Beadle","005",,,,,,,,,,,,,"BEADLE COUNTY",18968,50,100,0,0,4,8,0,12,8,22,0,1,1,21
"G4600070","1980","2","4","South Dakota","46",,"Bennett","007",,,,,,,,,,,,,"BENNETT COUNTY",1858,0,1174,0,0,0,0,0,0,0,0,0,0,0,12
"G4600090","1980","2","4","South Dakota","46",,"Bon Homme","009",,,,,,,,,,,,,"BON HOMME COUNTY",7878,18,134,0,0,1,0,7,1,1,1,0,0,0,18
"G4600110","1980","2","4","South Dakota","46",,"Brookings","011",,,,,,,,,,,,,"BROOKINGS COUNTY",23990,59,79,0,0,11,27,6,16,11,37,1,0,0,95
"G4600130","1980","2","4","South Dakota","46",,"Brown","013",,,,,,,,,,,,,"BROWN COUNTY",35946,23,824,2,0,10,31,11,11,23,27,1,2,1,50
"G4600150","1980","2","4","South Dakota","46",,"Brule","015",,,,,,,,,,,,,"BRULE COUNTY",5119,4,113,0,0,0,0,0,0,1,0,0,0,1,7
"G4600170","1980","2","4","South Dakota","46",,"Buffalo","017",,,,,,,,,,,,,"BUFFALO COUNTY",523,0,1270,0,0,0,0,0,0,0,0,0,0,0,2
"G4600190","1980","2","4","South Dakota","46",,"Butte","019",,,,,,,,,,,,,"BUTTE COUNTY",8160,1,88,0,0,6,0,0,3,0,0,0,0,0,114
"G4600210","1980","2","4","South Dakota","46",,"Campbell","021",,,,,,,,,,,,,"CAMPBELL COUNTY",2237,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"G4600230","1980","2","4","South Dakota","46",,"Charles Mix","023",,,,,,,,,,,,,"CHARLES MIX COUNTY",7974,1,1692,0,0,0,0,0,4,1,0,0,0,0,8
"G4600250","1980","2","4","South Dakota","46",,"Clark","025",,,,,,,,,,,,,"CLARK COUNTY",4872,1,11,0,0,0,0,2,0,1,0,0,0,0,7
"G4600270","1980","2","4","South Dakota","46",,"Clay","027",,,,,,,,,,,,,"CLAY COUNTY",13214,23,344,0,0,10,13,11,9,2,19,1,0,1,42
"G4600290","1980","2","4","South Dakota","46",,"Codington","029",,,,,,,,,,,,,"CODINGTON COUNTY",20631,10,180,0,0,2,5,4,3,2,23,0,0,0,25
"G4600310","1980","2","4","South Dakota","46",,"Corson","031",,,,,,,,,,,,,"CORSON COUNTY",2726,0,2459,0,0,1,0,4,0,0,0,0,0,0,6
