GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A3Y001,A3Y002
"G5100190","1910","Virginia","510","Bedford","0190","Bedford",29549,30356
"G5100210","1910","Virginia","510","Bland","0210","Bland",5154,5497
"G5100230","1910","Virginia","510","Botetourt","0230","Botetourt",17727,17161
"G5100250","1910","Virginia","510","Brunswick","0250","Brunswick",19244,18217
"G5100270","1910","Virginia","510","Buchanan","0270","Buchanan",12334,9692
"G5100290","1910","Virginia","510","Buckingham","0290","Buckingham",15204,15266
"G5100310","1910","Virginia","510","Campbell","0310","Campbell",23043,23256
"G5100330","1910","Virginia","510","Caroline","0330","Caroline",16596,16709
"G5100350","1910","Virginia","510","Carroll","0350","Carroll",21116,19303
"G5100360","1910","Virginia","510","Charles City","0360","Charles City",5253,5040
"G5100370","1910","Virginia","510","Charlotte","0370","Charlotte",15785,15343
"G5100410","1910","Virginia","510","Chesterfield","0410","Chesterfield",21299,18804
"G5100430","1910","Virginia","510","Clarke","0430","Clarke",7468,7927
"G5100450","1910","Virginia","510","Craig","0450","Craig",4711,4293
"G5100470","1910","Virginia","510","Culpeper","0470","Culpeper",13472,14123
"G5100490","1910","Virginia","510","Cumberland","0490","Cumberland",9195,8996
"G5100510","1910","Virginia","510","Dickenson","0510","Dickenson",9199,7747
"G5100530","1910","Virginia","510","Dinwiddie","0530","Dinwiddie",15442,15374
"G5100550","1910","Virginia","510","Elizabeth City","0550","Elizabeth City",21225,19460
"G5100570","1910","Virginia","510","Essex","0570","Essex",9105,9701
"G5100590","1910","Virginia","510","Fairfax","0590","Fairfax",20536,18580
"G5100610","1910","Virginia","510","Fauquier","0610","Fauquier",22526,23374
"G5100630","1910","Virginia","510","Floyd","0630","Floyd",14092,15388
"G5100650","1910","Virginia","510","Fluvanna","0650","Fluvanna",8323,9050
"G5100670","1910","Virginia","510","Franklin","0670","Franklin",26480,25953
"G5100690","1910","Virginia","510","Frederick","0690","Frederick",12787,13239
"G5100710","1910","Virginia","510","Giles","0710","Giles",11623,10793
"G5100730","1910","Virginia","510","Gloucester","0730","Gloucester",12477,12832
"G5100750","1910","Virginia","510","Goochland","0750","Goochland",9237,9519
"G5100770","1910","Virginia","510","Grayson","0770","Grayson",19856,16853
"G5100790","1910","Virginia","510","Greene","0790","Greene",6937,6214
"G5100810","1910","Virginia","510","Greensville","0810","Greensville",11890,9758
"G5100830","1910","Virginia","510","Halifax","0830","Halifax",40044,37197
"G5100850","1910","Virginia","510","Hanover","0850","Hanover",17200,17618
"G5100870","1910","Virginia","510","Henrico","0870","Henrico",23437,30062
"G5100890","1910","Virginia","510","Henry","0890","Henry",18459,19265
"G5100910","1910","Virginia","510","Highland","0910","Highland",5317,5647
"G5100930","1910","Virginia","510","Isle Of Wight","0930","Isle Of Wight",14929,13102
"G5100950","1910","Virginia","510","James City","0950","James City",6338,5732
"G5100970","1910","Virginia","510","King And Queen","0970","King And Queen",9576,9265
"G5100990","1910","Virginia","510","King George","0990","King George",6378,6918
"G5101010","1910","Virginia","510","King William","1010","King William",8547,8380
"G5101030","1910","Virginia","510","Lancaster","1030","Lancaster",9752,8949
"G5101050","1910","Virginia","510","Lee","1050","Lee",23840,19856
"G5101070","1910","Virginia","510","Loudoun","1070","Loudoun",21167,21948
"G5101090","1910","Virginia","510","Louisa","1090","Louisa",16578,16517
"G5101110","1910","Virginia","510","Lunenburg","1110","Lunenburg",12780,11705
"G5101130","1910","Virginia","510","Madison","1130","Madison",10055,10216
"G5101150","1910","Virginia","510","Matthews","1150","Matthews",8922,8239
"G5101170","1910","Virginia","510","Mecklenburg","1170","Mecklenburg",28956,26551
"G5101190","1910","Virginia","510","Middlesex","1190","Middlesex",8852,8220
"G5101210","1910","Virginia","510","Montgomery","1210","Montgomery",17268,15852
"G5101230","1910","Virginia","510","Nansemond","1230","Nansemond",26886,23078
"G5101250","1910","Virginia","510","Nelson","1250","Nelson",16821,16075
"G5101270","1910","Virginia","510","New Kent","1270","New Kent",4682,4865
"G5101290","1910","Virginia","510","Norfolk","1290","Norfolk",52744,45792
"G5101310","1910","Virginia","510","Northampton","1310","Northampton",16672,13770
"G5101330","1910","Virginia","510","Northumberland","1330","Northumberland",10777,9846
"G5101350","1910","Virginia","510","Nottoway","1350","Nottoway",13462,12366
"G5101370","1910","Virginia","510","Orange","1370","Orange",13486,12571
"G5101390","1910","Virginia","510","Page","1390","Page",14147,13794
"G5101410","1910","Virginia","510","Patrick","1410","Patrick",17195,15403
"G5101430","1910","Virginia","510","Pittsylvania","1430","Pittsylvania",50709,46894
"G5101450","1910","Virginia","510","Powhatan","1450","Powhatan",6099,6824
"G5101470","1910","Virginia","510","Prince Edward","1470","Prince Edward",14266,15045
"G5101490","1910","Virginia","510","Prince George","1490","Prince George",7848,7752
"G5101510","1910","Virginia","510","Princess Anne","1510","Princess Anne",11526,11192
"G5101530","1910","Virginia","510","Prince William","1530","Prince William",12026,11112
"G5101550","1910","Virginia","510","Pulaski","1550","Pulaski",17246,14609
"G5101570","1910","Virginia","510","Rappahannock","1570","Rappahannock",8044,8843
"G5101590","1910","Virginia","510","Richmond","1590","Richmond",7415,7088
"G5101610","1910","Virginia","510","Roanoke","1610","Roanoke",19623,15837
"G5101630","1910","Virginia","510","Rockbridge","1630","Rockbridge",21171,21799
"G5101650","1910","Virginia","510","Rockingham","1650","Rockingham",34903,33527
"G5101670","1910","Virginia","510","Russell","1670","Russell",23474,18031
"G5101690","1910","Virginia","510","Scott","1690","Scott",23814,22694
"G5101710","1910","Virginia","510","Shenandoah","1710","Shenandoah",20942,20253
"G5101730","1910","Virginia","510","Smyth","1730","Smyth",20326,17121
"G5101750","1910","Virginia","510","Southampton","1750","Southampton",26302,22848
"G5101770","1910","Virginia","510","Spotsylvania","1770","Spotsylvania",9935,9239
"G5101790","1910","Virginia","510","Stafford","1790","Stafford",8070,8097
"G5101810","1910","Virginia","510","Surry","1810","Surry",9715,8469
"G5101830","1910","Virginia","510","Sussex","1830","Sussex",13664,12082
"G5101850","1910","Virginia","510","Tazewell","1850","Tazewell",24946,23384
"G5101870","1910","Virginia","510","Warren","1870","Warren",8589,8837
"G5101890","1910","Virginia","510","Warwick","1890","Warwick",6041,4888
"G5101910","1910","Virginia","510","Washington","1910","Washington",32830,28995
"G5101930","1910","Virginia","510","Westmoreland","1930","Westmoreland",9313,9243
"G5101950","1910","Virginia","510","Wise","1950","Wise",34162,19653
"G5101970","1910","Virginia","510","Wythe","1970","Wythe",20372,20437
"G5101990","1910","Virginia","510","York","1990","York",7757,7482
"G5105100","1910","Virginia","510","Alexandria City","5100","Alexandria City",15329,14528
"G5105200","1910","Virginia","510","Bristol City","5200","Bristol City",6247,4579
"G5105300","1910","Virginia","510","Buena Vista City","5300","Buena Vista City",3245,2388
"G5105400","1910","Virginia","510","Charlottesville City","5400","Charlottesville City",6765,6449
"G5105600","1910","Virginia","510","Clifton Forge City","5600","Clifton Forge City",5748,3579
"G5105900","1910","Virginia","510","Danville City","5900","Danville City",19020,16520
"G5106300","1910","Virginia","510","Fredericksburg City","6300","Fredericksburg City",5874,5068
"G5106800","1910","Virginia","510","Lynchburg City","6800","Lynchburg City",29494,18891
"G5107000","1910","Virginia","510","Newport News City","7000","Newport News City",20205,19635
"G5107100","1910","Virginia","510","Norfolk City","7100","Norfolk City",67452,51612
"G5107300","1910","Virginia","510","Petersburg City","7300","Petersburg City",24127,21810
"G5107400","1910","Virginia","510","Portsmouth City","7400","Portsmouth City",33190,17427
"G5107500","1910","Virginia","510","Radford City","7500","Radford City",4202,3344
"G5107600","1910","Virginia","510","Richmond City","7600","Richmond City",127628,94765
"G5107700","1910","Virginia","510","Roanoke City","7700","Roanoke City",34874,21495
"G5107900","1910","Virginia","510","Staunton City","7900","Staunton City",10604,7289
"G5108300","1910","Virginia","510","Williamsburg City","8300","Williamsburg City",,
"G5108400","1910","Virginia","510","Winchester City","8400","Winchester City",5864,5161
"G5300010","1910","Washington","530","Adams","0010","Adams",10920,4840
"G5300030","1910","Washington","530","Asotin","0030","Asotin",5831,3366
"G5300050","1910","Washington","530","Benton","0050","Benton",7937,
"G5300055","1910","Washington","530","Chehalis","0055","Chehalis",35590,15124
"G5300070","1910","Washington","530","Chelan","0070","Chelan",15104,3931
"G5300090","1910","Washington","530","Clallam","0090","Clallam",6755,5603
"G5300110","1910","Washington","530","Clark","0110","Clark",26115,13419
"G5300130","1910","Washington","530","Columbia","0130","Columbia",7042,7128
"G5300150","1910","Washington","530","Cowlitz","0150","Cowlitz",12561,7877
"G5300170","1910","Washington","530","Douglas","0170","Douglas",9227,
"G5300190","1910","Washington","530","Ferry","0190","Ferry",4800,4562
"G5300210","1910","Washington","530","Franklin","0210","Franklin",5153,486
"G5300230","1910","Washington","530","Garfield","0230","Garfield",4199,3918
"G5300250","1910","Washington","530","Grant","0250","Grant",8698,
"G5300290","1910","Washington","530","Island","0290","Island",4704,1870
"G5300310","1910","Washington","530","Jefferson","0310","Jefferson",8337,5712
"G5300330","1910","Washington","530","King","0330","King",284638,110053
"G5300350","1910","Washington","530","Kitsap","0350","Kitsap",17647,6767
"G5300370","1910","Washington","530","Kittitas","0370","Kittitas",18561,9704
"G5300390","1910","Washington","530","Klikatat","0390","Klikatat",10180,
"G5300410","1910","Washington","530","Lewis","0410","Lewis",32127,15157
"G5300430","1910","Washington","530","Lincoln","0430","Lincoln",17539,11969
"G5300450","1910","Washington","530","Mason","0450","Mason",5156,3810
"G5300470","1910","Washington","530","Okanogan","0470","Okanogan",12887,4689
"G5300490","1910","Washington","530","Pacific","0490","Pacific",12532,5983
"G5300530","1910","Washington","530","Pierce","0530","Pierce",120812,55515
"G5300550","1910","Washington","530","San Juan","0550","San Juan",3603,2928
"G5300570","1910","Washington","530","Skagit","0570","Skagit",29241,14272
"G5300590","1910","Washington","530","Skamania","0590","Skamania",2887,1688
"G5300610","1910","Washington","530","Snohomish","0610","Snohomish",59209,23950
"G5300630","1910","Washington","530","Spokane","0630","Spokane",139404,57542
"G5300650","1910","Washington","530","Stevens","0650","Stevens",25297,10543
"G5300670","1910","Washington","530","Thurston","0670","Thurston",17581,9927
"G5300690","1910","Washington","530","Wahkiakum","0690","Wahkiakum",3285,2819
"G5300710","1910","Washington","530","Walla Walla","0710","Walla Walla",31931,18680
"G5300730","1910","Washington","530","Whatcom","0730","Whatcom",49511,24116
"G5300750","1910","Washington","530","Whitman","0750","Whitman",33280,25360
"G5300770","1910","Washington","530","Yakima","0770","Yakima",41709,12510
"G5400010","1910","West Virginia","540","Barbour","0010","Barbour",15858,14198
"G5400030","1910","West Virginia","540","Berkeley","0030","Berkeley",21999,19469
"G5400050","1910","West Virginia","540","Boone","0050","Boone",10331,8194
"G5400070","1910","West Virginia","540","Braxton","0070","Braxton",23023,18904
"G5400090","1910","West Virginia","540","Brooke","0090","Brooke",11098,7219
"G5400110","1910","West Virginia","540","Cabell","0110","Cabell",46685,29252
"G5400130","1910","West Virginia","540","Calhoun","0130","Calhoun",11258,10266
"G5400150","1910","West Virginia","540","Clay","0150","Clay",10233,8248
"G5400170","1910","West Virginia","540","Doddridge","0170","Doddridge",12672,13689
"G5400190","1910","West Virginia","540","Fayette","0190","Fayette",51903,31987
"G5400210","1910","West Virginia","540","Gilmer","0210","Gilmer",11379,11762
"G5400230","1910","West Virginia","540","Grant","0230","Grant",7838,7275
"G5400250","1910","West Virginia","540","Greenbrier","0250","Greenbrier",24833,20683
"G5400270","1910","West Virginia","540","Hampshire","0270","Hampshire",11694,11806
"G5400290","1910","West Virginia","540","Hancock","0290","Hancock",10465,6693
"G5400310","1910","West Virginia","540","Hardy","0310","Hardy",9163,8449
"G5400330","1910","West Virginia","540","Harrison","0330","Harrison",48381,27690
"G5400350","1910","West Virginia","540","Jackson","0350","Jackson",20956,22987
"G5400370","1910","West Virginia","540","Jefferson","0370","Jefferson",15889,15935
"G5400390","1910","West Virginia","540","Kanawha","0390","Kanawha",81457,54696
"G5400410","1910","West Virginia","540","Lewis","0410","Lewis",18281,16980
"G5400430","1910","West Virginia","540","Lincoln","0430","Lincoln",20491,15434
"G5400450","1910","West Virginia","540","Logan","0450","Logan",14476,6955
"G5400470","1910","West Virginia","540","McDowell","0470","Mcdowell",47856,18747
"G5400490","1910","West Virginia","540","Marion","0490","Marion",42794,32430
"G5400510","1910","West Virginia","540","Marshall","0510","Marshall",32388,26444
"G5400530","1910","West Virginia","540","Mason","0530","Mason",23019,24142
"G5400550","1910","West Virginia","540","Mercer","0550","Mercer",38371,23023
"G5400570","1910","West Virginia","540","Mineral","0570","Mineral",16674,12883
"G5400590","1910","West Virginia","540","Mingo","0590","Mingo",19431,11359
"G5400610","1910","West Virginia","540","Monongalia","0610","Monongalia",24334,19049
"G5400630","1910","West Virginia","540","Monroe","0630","Monroe",13055,13130
"G5400650","1910","West Virginia","540","Morgan","0650","Morgan",7848,7294
"G5400670","1910","West Virginia","540","Nicholas","0670","Nicholas",17699,11403
"G5400690","1910","West Virginia","540","Ohio","0690","Ohio",57572,48024
"G5400710","1910","West Virginia","540","Pendleton","0710","Pendleton",9349,9167
"G5400730","1910","West Virginia","540","Pleasants","0730","Pleasants",8074,9345
"G5400750","1910","West Virginia","540","Pocahontas","0750","Pocahontas",14740,8572
"G5400770","1910","West Virginia","540","Preston","0770","Preston",26341,22727
"G5400790","1910","West Virginia","540","Putnam","0790","Putnam",18587,17330
"G5400810","1910","West Virginia","540","Raleigh","0810","Raleigh",25633,12436
"G5400830","1910","West Virginia","540","Randolph","0830","Randolph",26028,17670
"G5400850","1910","West Virginia","540","Ritchie","0850","Ritchie",17875,18901
"G5400870","1910","West Virginia","540","Roane","0870","Roane",21543,19852
"G5400890","1910","West Virginia","540","Summers","0890","Summers",18420,16265
"G5400910","1910","West Virginia","540","Taylor","0910","Taylor",16554,14978
"G5400930","1910","West Virginia","540","Tucker","0930","Tucker",18675,13433
"G5400950","1910","West Virginia","540","Tyler","0950","Tyler",16211,18252
"G5400970","1910","West Virginia","540","Upshur","0970","Upshur",16629,14696
"G5400990","1910","West Virginia","540","Wayne","0990","Wayne",24081,23619
"G5401010","1910","West Virginia","540","Webster","1010","Webster",9680,8862
"G5401030","1910","West Virginia","540","Wetzel","1030","Wetzel",23855,22880
"G5401050","1910","West Virginia","540","Wirt","1050","Wirt",9047,10284
"G5401070","1910","West Virginia","540","Wood","1070","Wood",38001,34452
"G5401090","1910","West Virginia","540","Wyoming","1090","Wyoming",10392,8380
"G5500010","1910","Wisconsin","550","Adams","0010","Adams",8604,9141
"G5500030","1910","Wisconsin","550","Ashland","0030","Ashland",21965,20176
"G5500050","1910","Wisconsin","550","Barron","0050","Barron",29114,23677
"G5500070","1910","Wisconsin","550","Bayfield","0070","Bayfield",15987,14392
"G5500090","1910","Wisconsin","550","Brown","0090","Brown",54098,46359
"G5500110","1910","Wisconsin","550","Buffalo","0110","Buffalo",16006,16765
"G5500130","1910","Wisconsin","550","Burnett","0130","Burnett",9026,7478
"G5500150","1910","Wisconsin","550","Calumet","0150","Calumet",16701,17078
"G5500170","1910","Wisconsin","550","Chippewa","0170","Chippewa",32103,28656
"G5500190","1910","Wisconsin","550","Clark","0190","Clark",30074,25848
